player_name,player_name_clean,draft_year,position,position_group,school,draft_team,draft_round,draft_pick,hof,category,side,age,to,allpro,probowls,seasons_started,w_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,AV_year1,AV_year2,AV_year3,AV_year4,AV_4yr_sum,AV_4yr_avg,AV_4yr_avg_percentile,car_av_filled
Corey Lynch,corey lynch,2008,DB,DB,appalachian st.,cin,6,177,False,DB,D,23.0,2013.0,0,0,0,8.0,1.0,76.0,0,0,0,0,0,1,3,0,0,0,0,96,5,0.0,1,1,3,1,6,1.5,0.491120219,9
Cory Boyd,cory boyd,2008,RB,RB,south carolina,tam,7,238,False,RB,O,23.0,2008.0,0,0,0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.092741935,0
Craig Steltz,craig steltz,2008,DB,DB,lsu,chi,4,120,False,DB,D,22.0,2013.0,0,0,0,6.0,6.0,77.0,0,0,0,0,0,0,0,0,0,0,0,102,1,1.0,1,1,1,2,5,1.25,0.433743169,7
Craig Stevens,craig stevens,2008,TE,TE,california,ten,3,85,False,TE,O,24.0,2015.0,0,0,5,5.0,5.0,109.0,0,0,0,0,0,0,0,0,60,724,6,23,0,0.0,0,0,1,1,2,0.5,0.431226766,5
Curtis Lofton,curtis lofton,2008,LB,LB,oklahoma,atl,2,37,False,LB,D,22.0,2015.0,0,0,8,49.0,29.0,128.0,0,0,0,0,0,0,0,0,0,0,0,660,3,8.0,7,8,8,9,32,8.0,0.936863544,58
DaJuan Morgan,dajuan morgan,2008,DB,DB,north carolina st.,kan,3,82,False,DB,D,22.0,2010.0,0,0,0,3.0,3.0,30.0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.0,1,2,0,0,3,0.75,0.305327869,3
Dan Connor,dan connor,2008,LB,LB,penn st.,car,3,74,False,LB,D,22.0,2013.0,0,0,2,13.0,10.0,62.0,0,0,0,0,0,0,0,0,0,0,0,147,0,1.0,0,2,4,4,10,2.5,0.589613035,14
Darren McFadden,darren mcfadden,2008,RB,RB,arkansas,oak,1,4,False,RB,O,21.0,2017.0,0,0,4,39.0,32.0,103.0,1,4,16,1,0,1302,5421,28,254,2114,5,0,0,0.0,5,3,13,5,26,6.5,0.85483871,45
David Hale,david hale,2008,OT,OL,weber st.,bal,4,133,False,OL,O,25.0,2009.0,0,0,0,1.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0.25,0.151785714,1
David Vobora,david vobora,2008,LB,LB,idaho,stl,7,252,False,LB,D,22.0,2011.0,0,0,1,8.0,8.0,40.0,0,0,0,0,0,0,0,0,0,0,0,75,0,2.0,1,4,3,0,8,2.0,0.530549898,8
DeJuan Tribble,dejuan tribble,2008,DB,DB,boston col.,sdg,6,192,False,DB,D,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.05942623,0
DeMario Pressley,demario pressley,2008,DT,DL,north carolina st.,nor,5,144,False,DL,D,22.0,2011.0,0,0,0,1.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.0,0,1,0,0,1,0.25,0.15890411,1
DeSean Jackson,desean jackson,2008,WR,WR,california,phi,2,49,False,WR,O,21.0,2022.0,0,3,11,75.0,52.0,183.0,0,1,0,0,1,72,463,4,641,11263,58,3,0,0.0,9,14,11,8,42,10.5,0.990467938,92
Demetress Bell,demetress bell,2008,OT,OL,northwestern st. (la),buf,7,219,False,OL,O,24.0,2012.0,0,0,2,13.0,12.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,6,3,12,3.0,0.546130952,14
Dennis Dixon,dennis dixon,2008,QB,QB,oregon,pit,5,156,False,QB,O,23.0,2010.0,0,0,0,2.0,2.0,4.0,35,59,402,1,2,10,56,1,0,0,0,0,0,0.0,0,1,1,0,2,0.5,0.451612903,2
Derek Fine,derek fine,2008,TE,TE,kansas,buf,4,132,False,TE,O,25.0,2009.0,0,0,1,2.0,2.0,18.0,0,0,0,0,0,0,0,0,19,158,1,0,0,0.0,1,1,0,0,2,0.5,0.431226766,2
Derrick Harvey,derrick harvey,2008,DE,DL,florida,jax,1,8,False,DL,D,21.0,2011.0,0,0,1,14.0,14.0,52.0,0,0,0,0,0,0,0,0,0,0,0,72,1,8.0,4,7,3,1,15,3.75,0.713399504,15
Devin Thomas,devin thomas,2008,WR,WR,michigan st.,was,2,34,False,WR,O,21.0,2011.0,0,0,1,4.0,4.0,55.0,0,0,0,0,0,6,51,1,43,482,3,14,0,0.0,1,3,0,0,4,1.0,0.464471404,4
Dexter Jackson,dexter jackson,2008,WR,WR,appalachian st.,tam,2,58,False,WR,O,22.0,2008.0,0,0,0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0.25,0.280762565,36
Dominique Barber,dominique barber,2008,DB,DB,minnesota,hou,6,173,False,DB,D,22.0,2011.0,0,0,0,5.0,5.0,39.0,0,0,0,0,0,0,0,0,0,0,0,48,1,1.0,1,3,1,0,5,1.25,0.433743169,5
Dominique Rodgers-Cromartie,dominique rodgerscromartie,2008,DB,DB,tennessee st.,ari,1,16,False,DB,D,22.0,2019.0,0,2,7,53.0,18.0,162.0,0,0,0,0,0,0,0,0,0,0,0,396,30,2.5,5,10,6,2,23,5.75,0.910519126,64
Donald Thomas,donald thomas,2008,OG,OL,connecticut,mia,6,195,False,OL,O,22.0,2013.0,0,0,1,16.0,8.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7,0,2,10,2.5,0.560416667,17
Donnie Avery,donnie avery,2008,WR,WR,houston,stl,2,33,False,WR,O,24.0,2014.0,0,0,4,21.0,8.0,77.0,0,0,0,0,0,20,114,1,218,2861,14,0,0,0.0,5,4,0,0,9,2.25,0.628249567,23
Dre Moore,dre moore,2008,DT,DL,maryland,tam,4,115,False,DL,D,23.0,2009.0,0,0,0,1.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,1,0,0,1,0.25,0.15890411,1
Duane Brown,duane brown,2008,OT,OL,virginia tech,hou,1,26,False,OL,O,23.0,2022.0,1,5,15,90.0,56.0,215.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,8,8,7,13,36,9.0,0.961309524,110
Durant Brooks,durant brooks,2008,P,ST,georgia tech,was,6,168,False,P,S,23.0,2008.0,0,0,0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.057142857,0
Dustin Keller,dustin keller,2008,TE,TE,purdue,nyj,1,30,False,TE,O,23.0,2012.0,0,0,3,22.0,22.0,72.0,0,0,0,0,0,1,7,0,241,2876,17,0,0,0.0,6,5,5,6,22,5.5,0.953531599,24
Dwight Lowery,dwight lowery,2008,DB,DB,san jose st.,nyj,4,113,False,DB,D,22.0,2016.0,0,0,6,35.0,9.0,116.0,0,0,0,0,0,0,0,0,0,0,0,315,17,5.0,4,4,4,6,18,4.5,0.816256831,42
Earl Bennett,earl bennett,2008,WR,WR,vanderbilt,chi,3,70,False,WR,O,21.0,2013.0,0,0,1,19.0,19.0,78.0,0,0,0,0,0,2,9,0,185,2277,12,2,0,0.0,0,7,5,3,15,3.75,0.735701906,20
Early Doucet,early doucet,2008,WR,WR,lsu,ari,3,81,False,WR,O,22.0,2012.0,0,0,0,10.0,10.0,54.0,0,0,0,0,0,4,14,0,139,1491,7,9,0,0.0,1,2,2,5,10,2.5,0.645580589,11
Eddie Royal,eddie royal,2008,WR,WR,virginia tech,den,2,42,False,WR,O,22.0,2016.0,0,0,6,35.0,19.0,116.0,0,1,0,0,0,35,275,0,408,4357,28,3,0,0.0,9,5,5,2,21,5.25,0.82322357,40
Erik Ainge,erik ainge,2008,QB,QB,tennessee,nyj,5,162,False,QB,O,22.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
Erik Walden,erik walden,2008,DE,DL,middle tenn. st.,dal,6,167,False,DL,D,23.0,2017.0,0,0,6,37.0,,145.0,0,0,0,0,0,0,0,0,0,0,0,244,2,35.0,1,1,2,6,10,2.5,0.586848635,43
Ervin Baldwin,ervin baldwin,2008,DE,DL,michigan st.,chi,7,208,False,DL,D,22.0,2009.0,0,0,0,0.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0,0,0,0,0,0.0,0.066997519,0
Felix Jones,felix jones,2008,RB,RB,arkansas,dal,1,22,False,RB,O,21.0,2013.0,0,0,1,27.0,26.0,80.0,0,0,0,0,0,617,2912,11,136,1125,3,1,0,0.0,3,5,9,6,23,5.75,0.823924731,30
Frank Okam,frank okam,2008,DT,DL,texas,hou,5,151,False,DL,D,22.0,2011.0,0,0,0,3.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.0,0,0,2,1,3,0.75,0.271232877,3
Fred Davis,fred davis,2008,TE,TE,usc,was,2,48,False,TE,O,22.0,2013.0,0,0,3,14.0,14.0,72.0,0,0,0,0,0,2,-2,0,162,2043,13,1,0,0.0,0,4,2,6,12,3.0,0.802973978,15
Gary Barnidge,gary barnidge,2008,TE,TE,louisville,car,5,141,False,TE,O,22.0,2016.0,0,1,4,14.0,3.0,124.0,0,0,0,0,0,0,0,0,178,2258,14,32,0,0.0,0,2,0,0,2,0.5,0.431226766,15
Geno Hayes,geno hayes,2008,LB,LB,florida st.,tam,6,175,False,LB,D,21.0,2014.0,0,0,5,30.0,18.0,101.0,0,0,0,0,0,0,0,0,0,0,0,313,6,10.0,1,6,8,4,19,4.75,0.767820774,33
Geoff Schwartz,geoff schwartz,2008,OT,OL,oregon,car,7,241,False,OL,O,22.0,2015.0,0,0,2,18.0,6.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,5,0,7,1.75,0.392857143,19
Glenn Dorsey,glenn dorsey,2008,DT,DL,lsu,kan,1,5,False,DL,D,23.0,2016.0,0,0,7,37.0,26.0,104.0,0,0,0,0,0,0,0,0,0,0,0,223,0,7.0,6,7,9,6,28,7.0,0.919178082,42
Gosder Cherilus,gosder cherilus,2008,OT,OL,boston col.,det,1,17,False,OL,O,24.0,2016.0,0,0,8,48.0,27.0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,6,5,9,25,6.25,0.808035714,57
Harry Douglas,harry douglas,2008,WR,WR,louisville,atl,3,84,False,WR,O,23.0,2017.0,0,0,2,31.0,28.0,118.0,0,0,0,0,0,18,65,1,310,3759,10,0,0,0.0,5,0,3,5,13,3.25,0.701906412,36
Haruki Nakamura,haruki nakamura,2008,DB,DB,cincinnati,bal,6,206,False,DB,D,22.0,2012.0,0,0,1,10.0,4.0,69.0,0,0,0,0,0,1,-4,0,0,0,0,81,2,0.0,1,1,1,1,4,1.0,0.369535519,10
Hilee Taylor,hilee taylor,2008,LB,LB,north carolina,car,7,221,False,LB,D,22.0,2009.0,0,0,0,1.0,1.0,16.0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.0,1,0,0,0,1,0.25,0.15885947,1
Jack Ikegwuonu,jack ikegwuonu,2008,DB,DB,wisconsin,phi,4,131,False,DB,D,22.0,2009.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Jack Williams,jack williams,2008,DB,DB,kent st.,den,4,119,False,DB,D,23.0,2009.0,0,0,0,2.0,2.0,22.0,0,0,0,0,0,0,0,0,0,0,0,26,0,0.0,1,1,0,0,2,0.5,0.243169399,2
Jacob Hester,jacob hester,2008,FB,RB,lsu,sdg,3,69,False,RB,O,23.0,2012.0,0,0,1,6.0,6.0,65.0,0,0,0,0,0,111,400,3,56,315,3,30,0,0.0,2,1,2,1,6,1.5,0.946808511,7
Jacob Tamme,jacob tamme,2008,TE,TE,kentucky,ind,4,127,False,TE,O,23.0,2016.0,0,0,2,21.0,7.0,130.0,0,0,0,0,0,0,0,0,259,2570,14,32,0,0.0,0,0,6,1,7,1.75,0.678438662,23
Jake Long,jake long,2008,OT,OL,michigan,mia,1,1,False,OL,O,23.0,2016.0,1,4,6,54.0,46.0,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,13,12,9,45,11.25,0.988095238,61
Jalen Parmele,jalen parmele,2008,RB,RB,toledo,mia,6,176,False,RB,O,22.0,2014.0,0,0,0,1.0,,36.0,0,0,0,0,0,48,187,0,7,60,0,17,0,0.0,0,0,0,0,0,0.0,0.092741935,1
Jamaal Charles,jamaal charles,2008,RB,RB,texas,kan,3,73,False,RB,O,21.0,2018.0,2,4,4,66.0,64.0,119.0,0,0,0,0,0,1407,7563,44,310,2593,20,7,0,0.0,5,9,17,0,31,7.75,0.905913978,74
James Hardy,james hardy,2008,WR,WR,indiana,buf,2,41,False,WR,O,22.0,2009.0,0,0,0,1.0,1.0,16.0,0,0,0,0,0,0,0,0,10,96,2,0,0,0.0,1,0,0,0,1,0.25,0.280762565,1
Jamey Richard,jamey richard,2008,OT,OL,buffalo,ind,7,236,False,OL,O,23.0,2011.0,0,0,0,11.0,11.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,1,11,2.75,0.526785714,11
Jason Jones,jason jones,2008,DE,DL,east. michigan,ten,2,54,False,DL,D,22.0,2016.0,0,0,4,32.0,14.0,109.0,0,0,0,0,0,0,0,0,0,0,0,155,0,31.5,3,1,6,6,16,4.0,0.73573201,37
Jason Shirley,jason shirley,2008,DT,DL,fresno st.,cin,5,145,False,DL,D,22.0,2011.0,0,0,0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,4,0,2.5,0,0,0,0,0,0.0,0.061643836,0
Jaymar Johnson,jaymar johnson,2008,WR,WR,jackson st.,min,6,193,False,WR,O,24.0,2011.0,0,0,0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,1,9,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Jeff Otah,jeff otah,2008,OT,OL,pittsburgh,car,1,19,False,OL,O,22.0,2011.0,0,0,2,14.0,14.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,2,14,3.5,0.580357143,14
Jeremy Thompson,jeremy thompson,2008,DE,DL,wake forest,gnb,4,102,False,DL,D,22.0,2009.0,0,0,0,1.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,0,1,0.25,0.183622829,1
Jeremy Zuttah,jeremy zuttah,2008,OG,OL,rutgers,tam,3,83,False,OL,O,22.0,2016.0,0,1,8,46.0,26.0,131.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3,5,5,6,19,4.75,0.7375,55
Jermichael Finley,jermichael finley,2008,TE,TE,texas,gnb,3,91,False,TE,O,21.0,2013.0,0,0,3,27.0,27.0,70.0,0,0,0,0,0,0,0,0,223,2785,20,4,0,0.0,1,7,3,9,20,5.0,0.927509294,29
Jerod Mayo,jerod mayo,2008,LB,LB,tennessee,nwe,1,10,False,LB,D,22.0,2015.0,1,2,7,51.0,51.0,103.0,0,0,0,0,0,0,0,0,0,0,0,536,3,11.0,9,7,14,6,36,9.0,0.955193483,58
Jerome Felton,jerome felton,2008,FB,RB,furman,det,5,146,False,RB,O,22.0,2016.0,0,1,3,3.0,2.0,132.0,0,0,0,0,0,55,178,0,50,421,0,7,0,0.0,0,1,1,0,2,0.5,0.755319149,3
Jerome Simpson,jerome simpson,2008,WR,WR,coastal carolina,cin,2,46,False,WR,O,22.0,2015.0,0,0,3,18.0,9.0,63.0,0,0,0,0,0,1,2,0,150,2058,9,0,0,0.0,0,0,2,7,9,2.25,0.628249567,19
Joe Flacco,joe flacco,2008,QB,QB,delaware,bal,1,18,False,QB,O,23.0,2022.0,0,0,12,93.0,89.0,183.0,3881,6299,42320,232,147,368,862,16,2,32,0,1,0,0.0,12,13,12,12,49,12.25,0.967741935,120
Joe Mays,joe mays,2008,LB,LB,north dakota st.,phi,6,200,False,LB,D,23.0,2015.0,0,0,2,18.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0,0,184,0,1.5,0,1,2,6,9,2.25,0.568228106,20
Joey LaRocque,joey larocque,2008,LB,LB,oregon st.,chi,7,243,False,LB,D,22.0,2008.0,0,0,0,1.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,0,1,0.25,0.15885947,1
John Carlson,john carlson,2008,TE,TE,notre dame,sea,2,38,False,TE,O,24.0,2014.0,0,0,4,16.0,12.0,90.0,0,0,0,0,0,0,0,0,210,2256,15,3,0,0.0,5,4,3,0,12,3.0,0.802973978,17
John Greco,john greco,2008,OT,OL,toledo,stl,3,65,False,OL,O,23.0,2018.0,0,0,5,29.0,1.0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,3,0.75,0.258928571,34
John Sullivan,john sullivan,2008,C,OL,notre dame,min,6,187,False,OL,O,23.0,2018.0,0,0,8,54.0,35.0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,9,5,8,23,5.75,0.817757009,65
Jonathan Goff,jonathan goff,2008,LB,LB,vanderbilt,nyg,5,165,False,LB,D,22.0,2010.0,0,0,1,9.0,9.0,37.0,0,0,0,0,0,0,0,0,0,0,0,72,1,2.0,0,2,7,0,9,2.25,0.568228106,9
Jonathan Stewart,jonathan stewart,2008,RB,RB,oregon,car,1,13,False,RB,O,21.0,2018.0,0,1,5,48.0,48.0,134.0,0,0,0,0,0,1705,7335,51,162,1295,7,0,0,0.0,6,9,4,9,28,7.0,0.873655914,58
Jonathan Wilhite,jonathan wilhite,2008,DB,DB,auburn,nwe,4,129,False,DB,D,24.0,2011.0,0,0,0,10.0,8.0,54.0,0,0,0,0,0,0,0,0,0,0,0,104,4,2.0,3,4,1,2,10,2.5,0.631830601,10
Jordon Dizon,jordon dizon,2008,LB,LB,colorado,det,2,45,False,LB,D,22.0,2009.0,0,0,0,2.0,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,37,0,1.0,1,1,0,0,2,0.5,0.240325866,2
Jordy Nelson,jordy nelson,2008,WR,WR,kansas st.,gnb,2,36,False,WR,O,23.0,2018.0,0,1,7,73.0,69.0,151.0,0,0,0,0,0,1,-2,0,613,8587,72,5,0,0.0,3,3,5,15,26,6.5,0.889948007,85
Josh Barrett,josh barrett,2008,DB,DB,arizona st.,den,7,220,False,DB,D,23.0,2011.0,0,0,0,3.0,2.0,25.0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.0,1,1,0,1,3,0.75,0.305327869,3
Josh Johnson,josh johnson,2008,QB,QB,san diego,tam,5,160,False,QB,O,22.0,2022.0,0,0,0,7.0,4.0,39.0,206,355,2280,13,16,78,425,1,0,0,0,1,0,0.0,0,2,1,1,4,1.0,0.543778802,7
Josh Morgan,josh morgan,2008,WR,WR,virginia tech,sfo,6,174,False,WR,O,23.0,2014.0,0,0,5,21.0,13.0,93.0,0,1,0,0,0,14,146,0,209,2558,12,6,0,0.0,3,5,5,2,15,3.75,0.735701906,23
Josh Sitton,josh sitton,2008,OT,OL,central florida,gnb,4,135,False,OL,O,22.0,2018.0,0,4,9,81.0,74.0,148.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,11,9,11,33,8.25,0.928571429,98
Justin Forsett,justin forsett,2008,RB,RB,california,sea,7,233,False,RB,O,22.0,2016.0,0,1,2,32.0,12.0,122.0,0,0,0,0,0,820,3890,19,210,1351,1,8,0,0.0,0,6,5,2,13,3.25,0.663978495,35
Justin Harper,justin harper,2008,WR,WR,virginia tech,bal,7,215,False,WR,O,23.0,2009.0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Justin King,justin king,2008,DB,DB,penn st.,stl,4,101,False,DB,D,21.0,2012.0,0,0,1,9.0,9.0,38.0,0,0,0,0,0,0,0,0,0,0,0,99,1,1.0,0,3,1,5,9,2.25,0.602459016,10
Justin Tryon,justin tryon,2008,DB,DB,arizona st.,was,4,124,False,DB,D,24.0,2012.0,0,0,0,6.0,3.0,63.0,0,0,0,0,0,0,0,0,0,0,0,84,1,1.0,1,2,2,0,5,1.25,0.433743169,6
Kareem Moore,kareem moore,2008,DB,DB,nicholls st.,was,6,180,False,DB,D,24.0,2010.0,0,0,1,7.0,7.0,42.0,0,0,0,0,0,0,0,0,0,0,0,77,2,0.0,1,1,5,0,7,1.75,0.534836066,7
Keenan Burton,keenan burton,2008,WR,WR,kentucky,stl,4,128,False,WR,O,23.0,2009.0,0,0,1,3.0,3.0,22.0,0,0,0,0,0,3,8,0,38,425,1,7,0,0.0,1,2,0,0,3,0.75,0.416811092,3
Keith Rivers,keith rivers,2008,LB,LB,usc,cin,1,9,False,LB,D,22.0,2014.0,0,0,4,24.0,15.0,74.0,0,0,0,0,0,0,0,0,0,0,0,189,2,3.0,3,7,6,0,16,4.0,0.711812627,26
Keith Zinger,keith zinger,2008,TE,TE,lsu,atl,7,232,False,TE,O,23.0,2009.0,0,0,0,0.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.141263941,0
Kellen Davis,kellen davis,2008,TE,TE,michigan st.,chi,5,158,False,TE,O,22.0,2016.0,0,0,4,5.0,5.0,125.0,0,0,0,0,0,0,0,0,53,579,13,10,0,0.0,0,1,0,2,3,0.75,0.518587361,5
Kendall Langford,kendall langford,2008,DE,DL,hampton,mia,3,66,False,DL,D,22.0,2017.0,0,0,8,43.0,21.0,136.0,0,0,0,0,0,0,0,0,0,0,0,208,0,22.5,6,5,8,6,25,6.25,0.884615385,52
Kennard Cox,kennard cox,2008,DB,DB,pittsburgh,buf,7,251,False,DB,D,23.0,2011.0,0,0,0,2.0,,29.0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.5,0,0,1,1,2,0.5,0.243169399,2
Kenny Iwebema,kenny iwebema,2008,DE,DL,iowa,ari,4,116,False,DL,D,23.0,2010.0,0,0,0,2.0,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,8,0,2.0,1,1,0,0,2,0.5,0.267990074,2
Kenny Moore,kenny moore,2008,WR,WR,wake forest,det,5,136,False,WR,O,23.0,2010.0,0,0,0,1.0,,14.0,0,0,0,0,0,0,0,0,6,59,0,0,0,0.0,0,1,0,0,1,0.25,0.280762565,20
Kenny Phillips,kenny phillips,2008,DB,DB,miami (fl),nyg,1,31,False,DB,D,21.0,2015.0,0,0,2,16.0,15.0,59.0,0,0,0,0,0,0,0,0,0,0,0,209,8,0.0,2,1,6,5,14,3.5,0.724726776,17
Kentwan Balmer,kentwan balmer,2008,DT,DL,north carolina,sfo,1,29,False,DL,D,21.0,2011.0,0,0,1,7.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.0,1,1,5,0,7,1.75,0.491780822,7
Kevin O'Connell,kevin oconnell,2008,QB,QB,san diego st.,nwe,3,94,False,QB,O,23.0,2008.0,0,0,0,0.0,0.0,2.0,4,6,23,0,0,3,-6,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
Kevin Robinson,kevin robinson,2008,WR,WR,utah st.,kan,6,182,False,WR,O,23.0,2008.0,0,0,0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Kevin Smith,kevin smith,2008,RB,RB,central florida,det,3,64,False,RB,O,21.0,2012.0,0,0,2,19.0,19.0,54.0,0,0,0,0,0,598,2346,17,123,1082,5,1,0,0.0,8,5,2,4,19,4.75,0.759408602,20
King Dunlap,king dunlap,2008,OT,OL,auburn,phi,7,230,False,OL,O,22.0,2016.0,0,0,4,32.0,10.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,4,2,7,1.75,0.392857143,36
Kirk Barton,kirk barton,2008,OT,OL,ohio st.,chi,7,247,False,OL,O,23.0,2008.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.063988095,0
Kory Lichtensteiger,kory lichtensteiger,2008,C,OL,bowling green,den,4,108,False,OL,O,23.0,2016.0,0,0,4,34.0,1.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,6,2,9,2.25,0.406542056,38
Kroy Biermann,kroy biermann,2008,LB,LB,montana,atl,5,154,False,LB,D,22.0,2015.0,0,0,3,24.0,24.0,114.0,0,0,0,0,0,0,0,0,0,0,0,216,2,23.5,1,3,8,2,14,3.5,0.676171079,27
Landon Cohen,landon cohen,2008,DT,DL,ohio,det,7,216,False,DL,D,22.0,2014.0,0,0,0,4.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.0,0,2,0,0,2,0.5,0.219178082,4
Larry Grant,larry grant,2008,LB,LB,ohio st.,sfo,7,214,False,LB,D,23.0,2013.0,0,0,1,10.0,4.0,68.0,0,0,0,0,0,0,0,0,0,0,0,80,0,5.0,0,1,5,3,9,2.25,0.568228106,10
Lavelle Hawkins,lavelle hawkins,2008,WR,WR,california,ten,4,126,False,WR,O,22.0,2013.0,0,0,0,7.0,7.0,56.0,0,0,0,0,0,0,0,0,71,771,1,8,0,0.0,1,1,1,4,7,1.75,0.576256499,7
Lawrence Jackson,lawrence jackson,2008,DE,DL,usc,sea,1,28,False,DL,D,23.0,2012.0,0,0,2,15.0,11.0,69.0,0,0,0,0,0,0,0,0,0,0,0,98,0,19.5,6,5,2,2,15,3.75,0.713399504,16
Leodis McKelvin,leodis mckelvin,2008,DB,DB,troy,buf,1,11,False,DB,D,23.0,2016.0,0,0,4,29.0,25.0,111.0,0,0,0,0,0,0,0,0,0,0,0,300,15,0.0,5,1,4,4,14,3.5,0.724726776,35
Letroy Guion,letroy guion,2008,DT,DL,florida st.,min,5,152,False,DL,D,21.0,2016.0,0,0,4,28.0,13.0,112.0,0,0,0,0,0,0,0,0,0,0,0,107,0,8.5,0,0,2,2,4,1.0,0.332876712,31
Lex Hilliard,lex hilliard,2008,RB,RB,montana,mia,6,204,False,RB,O,24.0,2012.0,0,0,1,3.0,3.0,62.0,0,0,0,0,0,48,163,2,30,233,2,26,0,0.0,0,2,0,1,3,0.75,0.333333333,3
Limas Sweed,limas sweed,2008,WR,WR,texas,pit,2,53,False,WR,O,23.0,2009.0,0,0,0,1.0,1.0,20.0,0,0,0,0,0,0,0,0,7,69,0,2,0,0.0,1,0,0,0,1,0.25,0.280762565,1
Lionel Dotson,lionel dotson,2008,DT,DL,arizona,mia,7,245,False,DL,D,23.0,2011.0,0,0,0,0.0,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0.0,0.061643836,0
Mackenzy Bernadeau,mackenzy bernadeau,2008,OG,OL,bentley college,car,7,250,False,OL,O,22.0,2015.0,0,0,2,25.0,9.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,4,2,10,2.5,0.560416667,27
Malcolm Kelly,malcolm kelly,2008,WR,WR,oklahoma,was,2,51,False,WR,O,21.0,2009.0,0,0,1,3.0,3.0,21.0,0,0,0,0,0,0,0,0,28,365,0,0,0,0.0,0,3,0,0,3,0.75,0.416811092,3
Marcus Harrison,marcus harrison,2008,DT,DL,arkansas,chi,3,90,False,DL,D,24.0,2010.0,0,0,1,6.0,6.0,37.0,0,0,0,0,0,0,0,0,0,0,0,43,0,3.0,2,4,0,0,6,1.5,0.445205479,6
