player_name,player_name_clean,draft_year,position,position_group,school,draft_team,draft_round,draft_pick,hof,category,side,age,to,allpro,probowls,seasons_started,w_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,AV_year1,AV_year2,AV_year3,AV_year4,AV_4yr_sum,AV_4yr_avg,AV_4yr_avg_percentile,car_av_filled
Asante Samuel,asante samuel,2003,DB,DB,central florida,nwe,4,120,False,DB,D,22.0,2013.0,1,4,9,74.0,31.0,157.0,0,0,0,0,0,0,0,0,0,0,0,398,51,0.0,2,4,6,11,23,5.75,0.910519126,89
Aubrayo Franklin,aubrayo franklin,2003,DT,DL,tennessee,bal,5,146,False,DL,D,23.0,2013.0,0,0,7,42.0,3.0,142.0,0,0,0,0,0,0,0,0,0,0,0,195,1,4.0,0,1,2,2,5,1.25,0.394520548,49
Austin King,austin king,2003,C,OL,northwestern,tam,4,133,False,OL,O,22.0,2006.0,0,0,0,3.0,,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,1,3,0.75,0.182242991,3
B.J. Askew,bj askew,2003,FB,RB,michigan,nyj,3,85,False,RB,O,23.0,2009.0,0,0,1,4.0,1.0,83.0,0,0,0,0,0,35,116,2,45,317,0,31,0,0.0,0,0,0,1,1,0.25,0.542553191,4
B.J. Tucker,bj tucker,2003,DB,DB,wisconsin,dal,6,178,False,DB,D,22.0,2006.0,0,0,0,0.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Ben Claxton,ben claxton,2003,OG,OL,mississippi,den,5,157,False,OL,O,23.0,2009.0,0,0,0,0.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.085416667,0
Ben Sobieski,ben sobieski,2003,OT,OL,iowa,buf,5,151,False,OL,O,24.0,2003.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.063988095,0
Bennie Joppru,bennie joppru,2003,TE,TE,michigan,hou,2,41,False,TE,O,23.0,2007.0,0,0,0,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,0,0,0.0,0.141263941,0
Bethel Johnson,bethel johnson,2003,WR,WR,texas aandm,nwe,2,45,False,WR,O,24.0,2006.0,0,0,0,8.0,7.0,50.0,0,0,0,0,0,7,4,0,39,606,4,7,0,0.0,3,3,1,1,8,2.0,0.603119584,8
Billy McMullen,billy mcmullen,2003,WR,WR,virginia,phi,3,95,False,WR,O,23.0,2008.0,0,0,0,5.0,2.0,49.0,0,0,0,0,0,0,0,0,52,725,3,4,0,0.0,0,0,2,2,4,1.0,0.464471404,5
Blue Adams,blue adams,2003,DB,DB,cincinnati,det,7,220,False,DB,D,23.0,2007.0,0,0,0,3.0,,50.0,0,0,0,0,0,0,0,0,0,0,0,45,0,1.0,0,0,1,1,2,0.5,0.243169399,3
Bobby Wade,bobby wade,2003,WR,WR,arizona,chi,5,139,False,WR,O,22.0,2009.0,0,0,3,22.0,5.0,102.0,0,0,0,0,0,22,93,0,244,2858,9,2,0,0.0,1,3,2,4,10,2.5,0.645580589,25
Boss Bailey,boss bailey,2003,LB,LB,georgia,det,2,34,False,LB,D,23.0,2008.0,0,0,4,22.0,21.0,64.0,0,0,0,0,0,0,0,0,0,0,0,226,2,7.0,8,0,5,5,18,4.5,0.745417515,24
Bradie James,bradie james,2003,LB,LB,lsu,dal,4,103,False,LB,D,22.0,2012.0,0,0,8,53.0,47.0,157.0,0,0,0,0,0,0,0,0,0,0,0,572,2,16.0,2,2,8,7,19,4.75,0.767820774,65
Brandon Green,brandon green,2003,DE,DL,rice,jax,6,176,False,DL,D,23.0,2006.0,0,0,0,5.0,0.0,32.0,0,0,0,0,0,0,0,0,0,0,0,48,0,3.5,0,0,2,3,5,1.25,0.418114144,5
Brandon Lloyd,brandon lloyd,2003,WR,WR,illinois,sfo,4,124,False,WR,O,22.0,2014.0,0,1,6,41.0,11.0,142.0,0,1,0,0,0,1,-18,0,399,5989,36,0,0,0.0,2,4,6,3,15,3.75,0.735701906,48
Brett Williams,brett williams,2003,OT,OL,florida st.,kan,4,113,False,OL,O,23.0,2004.0,0,0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.063988095,0
Brian St. Pierre,brian st pierre,2003,QB,QB,boston col.,pit,5,163,False,QB,O,23.0,2010.0,0,0,0,0.0,0.0,3.0,15,33,185,2,3,5,-1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
Brock Forsey,brock forsey,2003,RB,RB,boise st.,chi,6,206,False,RB,O,23.0,2004.0,0,0,0,2.0,2.0,16.0,0,0,0,0,0,69,244,2,3,37,0,1,0,0.0,2,0,0,0,2,0.5,0.274193548,2
Brooks Bollinger,brooks bollinger,2003,QB,QB,wisconsin,nyj,6,200,False,QB,O,23.0,2008.0,0,0,1,6.0,5.0,21.0,211,360,2226,9,9,41,155,0,0,0,0,0,0,0.0,0,0,5,0,5,1.25,0.587557604,6
Bruce Nelson,bruce nelson,2003,OG,OL,iowa,car,2,50,False,OL,O,24.0,2003.0,0,0,0,2.0,2.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,2,0.5,0.260416667,2
Bryan Anderson,bryan anderson,2003,OG,OL,pittsburgh,chi,7,261,False,OL,O,23.0,2004.0,0,0,0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.085416667,0
Bryan Scott,bryan scott,2003,DB,DB,penn st.,atl,2,55,False,DB,D,22.0,2012.0,0,0,3,34.0,11.0,143.0,0,0,0,0,0,0,0,0,0,0,0,477,11,10.5,3,5,5,1,14,3.5,0.724726776,40
Bryant Johnson,bryant johnson,2003,WR,WR,penn st.,ari,1,17,False,WR,O,22.0,2011.0,0,0,4,26.0,18.0,139.0,0,0,0,0,0,5,-8,0,314,3938,16,6,0,0.0,3,4,3,6,16,4.0,0.756499133,31
Byron Leftwich,byron leftwich,2003,QB,QB,marshall,jax,1,7,False,QB,O,23.0,2012.0,0,0,3,33.0,30.0,60.0,930,1605,10532,58,42,137,415,10,1,-7,0,0,0,0.0,9,9,9,5,32,8.0,0.857142857,36
Calvin Pace,calvin pace,2003,DE,DL,wake forest,ari,1,18,False,DL,D,22.0,2015.0,0,0,10,61.0,13.0,187.0,0,0,0,0,0,0,0,0,0,0,0,470,3,60.0,5,2,1,2,10,2.5,0.586848635,79
Carl Ford,carl ford,2003,WR,WR,toledo,gnb,7,256,False,WR,O,22.0,2005.0,0,0,0,0.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Carson Palmer,carson palmer,2003,QB,QB,usc,cin,1,1,False,QB,O,23.0,2017.0,0,3,12,107.0,60.0,182.0,3941,6307,46247,294,187,301,474,8,0,0,0,1,0,0.0,0,8,16,14,38,9.5,0.903225806,141
Cato June,cato june,2003,LB,LB,michigan,ind,6,198,False,LB,D,23.0,2009.0,0,1,5,38.0,25.0,89.0,0,0,0,0,0,0,0,0,0,0,0,354,12,1.0,1,7,12,7,27,6.75,0.891038697,42
Charles Rogers,charles rogers,2003,WR,WR,michigan st.,det,1,2,False,WR,O,22.0,2005.0,0,0,0,4.0,4.0,15.0,0,0,0,0,0,2,17,0,36,440,4,0,0,0.0,2,0,2,0,4,1.0,0.464471404,4
Charles Tillman,charles tillman,2003,DB,DB,louisiana,chi,2,35,False,DB,D,22.0,2015.0,1,2,11,66.0,64.0,168.0,0,0,0,0,0,0,0,0,0,0,0,790,38,3.0,5,3,8,7,23,5.75,0.910519126,83
Chaun Thompson,chaun thompson,2003,LB,LB,west texas aandm,cle,2,52,False,LB,D,23.0,2009.0,0,0,2,17.0,16.0,98.0,0,0,0,0,0,0,0,0,0,0,0,166,0,11.5,1,6,7,2,16,4.0,0.711812627,18
Chris Brown,chris brown,2003,RB,RB,colorado,ten,3,93,False,RB,O,22.0,2009.0,0,0,2,24.0,23.0,68.0,0,1,0,0,1,722,3024,19,90,741,2,0,0,0.0,2,9,8,1,20,5.0,0.778225806,26
Chris Crocker,chris crocker,2003,DB,DB,marshall,cle,3,84,False,DB,D,23.0,2013.0,0,0,7,42.0,9.0,151.0,0,0,0,0,0,1,21,0,0,0,0,427,15,14.5,1,3,7,7,18,4.5,0.816256831,52
Chris Davis,chris davis,2003,FB,RB,syracuse,sea,5,165,False,RB,O,23.0,2003.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.234042553,1
Chris Johnson,chris johnson,2003,DB,DB,louisville,gnb,7,245,False,DB,D,23.0,2012.0,0,0,1,15.0,,77.0,0,0,0,0,0,0,0,0,0,0,0,178,8,0.0,0,0,2,0,2,0.5,0.243169399,97
Chris Kelsay,chris kelsay,2003,DE,DL,nebraska,buf,2,48,False,DL,D,23.0,2012.0,0,0,8,46.0,46.0,147.0,0,0,0,0,0,0,0,0,0,0,0,293,3,32.5,2,6,6,8,22,5.5,0.837468983,56
Chris Simms,chris simms,2003,QB,QB,texas,tam,3,97,False,QB,O,23.0,2009.0,0,0,1,8.0,8.0,23.0,297,511,3117,12,18,33,48,1,1,-3,0,0,0,0.0,0,1,6,1,8,2.0,0.647465438,8
Cie Grant,cie grant,2003,LB,LB,ohio st.,nor,3,86,False,LB,D,23.0,2003.0,0,0,0,1.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,1,0,0,0,1,0.25,0.15885947,1
Colin Branch,colin branch,2003,DB,DB,stanford,car,4,119,False,DB,D,23.0,2006.0,0,0,1,8.0,8.0,48.0,0,0,0,0,0,0,0,0,0,0,0,67,4,0.0,1,5,0,2,8,2.0,0.569672131,8
Corey Jenkins,corey jenkins,2003,LB,LB,south carolina,mia,6,181,False,LB,D,27.0,2004.0,0,0,0,1.0,1.0,23.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,0,1,0.25,0.15885947,1
Cory Redding,cory redding,2003,DE,DL,texas,det,3,66,False,DL,D,22.0,2015.0,0,0,10,54.0,26.0,188.0,0,0,0,0,0,0,0,0,0,0,0,309,2,35.5,1,7,7,7,22,5.5,0.837468983,71
Courtney Van Buren,courtney van buren,2003,OT,OL,ark-pine bluff,sdg,3,80,False,OL,O,23.0,2004.0,0,0,1,3.0,3.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,3,0.75,0.258928571,3
Curry Burns,curry burns,2003,DB,DB,louisville,hou,7,217,False,DB,D,22.0,2006.0,0,0,0,1.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,26,1,0.0,0,1,0,0,1,0.25,0.164617486,1
Dallas Clark,dallas clark,2003,TE,TE,iowa,ind,1,24,False,TE,O,24.0,2013.0,1,1,9,51.0,47.0,143.0,0,0,0,0,0,4,40,0,505,5665,53,1,0,0.0,4,5,6,5,20,5.0,0.927509294,61
Dan Curley,dan curley,2003,FB,RB,east. washington,stl,5,148,False,RB,O,25.0,2003.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.234042553,0
Dan Klecko,dan klecko,2003,DT,DL,temple,nwe,4,117,False,DL,D,22.0,2008.0,0,0,0,8.0,4.0,63.0,0,0,0,0,0,2,5,0,10,56,1,35,0,5.0,2,1,1,1,5,1.25,0.394520548,9
Dan Koppen,dan koppen,2003,C,OL,boston col.,nwe,5,164,False,OL,O,23.0,2012.0,0,1,9,72.0,68.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,10,5,10,32,8.0,0.943925234,87
Dave Ragone,dave ragone,2003,QB,QB,louisville,hou,3,88,False,QB,O,23.0,2003.0,0,0,0,1.0,1.0,2.0,20,40,135,0,1,6,51,0,1,-5,0,0,0,0.0,1,0,0,0,1,0.25,0.370967742,1
Dave Yovanovits,dave yovanovits,2003,OG,OL,temple,nyj,7,237,False,OL,O,22.0,2005.0,0,0,0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.085416667,0
Davern Williams,davern williams,2003,DT,DL,troy,mia,7,248,False,DL,D,23.0,2004.0,0,0,0,1.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5,0,1,0,0,1,0.25,0.15890411,1
David Diehl,david diehl,2003,OG,OL,illinois,nyg,5,160,False,OL,O,22.0,2013.0,0,1,11,67.0,67.0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,7,9,8,29,7.25,0.910416667,84
David Kircus,david kircus,2003,WR,WR,grand valley st.,det,6,175,False,WR,O,23.0,2006.0,0,0,0,3.0,1.0,28.0,0,0,0,0,0,0,0,0,15,308,1,0,0,0.0,0,1,0,2,3,0.75,0.416811092,3
David Tyree,david tyree,2003,WR,WR,syracuse,nyg,6,211,False,WR,O,23.0,2009.0,0,1,0,5.0,5.0,83.0,0,0,0,0,0,1,-9,0,54,650,4,65,0,0.0,1,1,1,2,5,1.25,0.505199307,5
David Young,david young,2003,DB,DB,georgia southern,jax,6,179,False,DB,D,24.0,2003.0,0,0,0,0.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,0,0,0.0,0.05942623,0
DeJuan Groce,dejuan groce,2003,DB,DB,nebraska,stl,4,107,False,DB,D,23.0,2006.0,0,0,1,10.0,9.0,54.0,0,0,0,0,0,0,0,0,0,0,0,116,3,0.0,2,2,5,1,10,2.5,0.631830601,10
Demetrin Veal,demetrin veal,2003,DE,DL,tennessee,atl,7,238,False,DL,D,22.0,2007.0,0,0,0,4.0,0.0,37.0,0,0,0,0,0,0,0,0,0,0,0,43,0,2.5,0,0,2,2,4,1.0,0.370967742,4
Dennis Weathersby,dennis weathersby,2003,DB,DB,oregon st.,cin,4,98,False,DB,D,23.0,2003.0,0,0,0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Derek Pagel,derek pagel,2003,DB,DB,iowa,nyj,5,140,False,DB,D,23.0,2004.0,0,0,0,1.0,1.0,19.0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,1,0,0,0,1,0.25,0.164617486,1
Derrick Dockery,derrick dockery,2003,OG,OL,texas,was,3,81,False,OL,O,22.0,2012.0,0,0,7,44.0,30.0,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,8,8,27,6.75,0.877083333,52
Dewayne Robertson,dewayne robertson,2003,DT,DL,kentucky,nyj,1,4,False,DL,D,21.0,2008.0,0,0,6,34.0,31.0,92.0,0,0,0,0,0,0,0,0,0,0,0,195,0,16.0,6,9,5,7,27,6.75,0.901369863,38
Dewayne White,dewayne white,2003,DE,DL,louisville,tam,2,64,False,DL,D,23.0,2009.0,0,0,2,24.0,13.0,96.0,0,0,0,0,0,0,0,0,0,0,0,168,3,27.0,2,4,4,5,15,3.75,0.713399504,27
Domanick Williams,domanick williams,2003,RB,RB,lsu,hou,4,101,False,RB,O,22.0,2005.0,0,0,3,33.0,33.0,40.0,0,1,0,0,0,770,3195,23,154,1276,5,0,0,0.0,10,13,12,0,35,8.75,0.924731183,35
Donald Lee,donald lee,2003,TE,TE,mississippi st.,mia,5,156,False,TE,O,23.0,2011.0,0,0,5,17.0,2.0,133.0,0,0,0,0,0,0,0,0,209,1990,19,18,0,0.0,1,1,2,1,5,1.25,0.600371747,19
Donald Strickland,donald strickland,2003,DB,DB,colorado,ind,3,90,False,DB,D,22.0,2011.0,0,0,0,12.0,5.0,89.0,0,0,0,0,0,0,0,0,0,0,0,204,2,4.0,4,1,0,1,6,1.5,0.491120219,14
Donnie Nickey,donnie nickey,2003,DB,DB,ohio st.,ten,5,154,False,DB,D,23.0,2010.0,0,0,0,8.0,8.0,123.0,0,0,0,0,0,1,0,0,1,26,0,86,0,1.0,1,2,1,1,5,1.25,0.433743169,9
Doug Gabriel,doug gabriel,2003,WR,WR,central florida,oak,5,167,False,WR,O,23.0,2006.0,0,0,1,14.0,10.0,57.0,0,0,0,0,0,3,12,0,101,1550,8,4,0,0.0,1,5,5,4,15,3.75,0.735701906,15
Drayton Florence,drayton florence,2003,DB,DB,tuskegee,sdg,2,46,False,DB,D,22.0,2013.0,0,0,6,34.0,15.0,157.0,0,0,0,0,0,0,0,0,0,0,0,416,20,0.0,1,3,4,6,14,3.5,0.724726776,42
Drew Henson,drew henson,2003,QB,QB,michigan,hou,6,192,False,QB,O,23.0,2008.0,0,0,0,0.0,,9.0,11,20,98,1,1,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
E.J. Henderson,ej henderson,2003,LB,LB,maryland,min,2,40,False,LB,D,23.0,2011.0,0,1,7,47.0,47.0,125.0,0,0,0,0,0,0,0,0,0,0,0,559,5,15.5,1,4,6,10,21,5.25,0.800407332,54
Eddie Johnson,eddie johnson,2003,P,ST,idaho st.,min,6,180,False,P,S,22.0,2003.0,0,0,0,1.0,1.0,14.0,0,0,0,0,0,2,15,0,0,0,0,1,0,0.0,1,0,0,0,1,0.25,0.142857143,1
Eddie Moore,eddie moore,2003,LB,LB,tennessee,mia,2,49,False,LB,D,23.0,2005.0,0,0,0,3.0,3.0,18.0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.0,0,3,0,0,3,0.75,0.311608961,3
Elton Patterson,elton patterson,2003,DE,DL,central florida,cin,7,259,False,DL,D,22.0,2004.0,0,0,0,1.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,4,0,1.0,0,1,0,0,1,0.25,0.183622829,1
Eric Steinbach,eric steinbach,2003,OG,OL,iowa,cin,2,33,False,OL,O,23.0,2010.0,0,0,8,48.0,30.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,10,8,33,8.25,0.960416667,57
Ethan Kelley,ethan kelley,2003,DT,DL,baylor,nwe,7,243,False,DL,D,23.0,2007.0,0,0,1,6.0,0.0,36.0,0,0,0,0,0,0,0,0,0,0,0,44,0,2.0,0,0,2,1,3,0.75,0.271232877,6
Eugene Wilson,eugene wilson,2003,DB,DB,illinois,nwe,2,36,False,DB,D,23.0,2010.0,0,0,6,29.0,21.0,96.0,0,0,0,0,0,0,0,0,0,0,0,313,14,0.0,6,6,6,2,20,5.0,0.862021858,34
Frank Walker,frank walker,2003,DB,DB,tuskegee,nyg,6,207,False,DB,D,23.0,2011.0,0,0,1,14.0,6.0,107.0,0,0,0,0,0,0,0,0,0,0,0,152,9,0.0,3,2,1,1,7,1.75,0.534836066,16
George Foster,george foster,2003,OT,OL,georgia,den,1,20,False,OL,O,23.0,2008.0,0,0,4,31.0,26.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,10,7,27,6.75,0.845238095,33
George Wrighster,george wrighster,2003,TE,TE,oregon,jax,4,104,False,TE,O,22.0,2008.0,0,0,1,8.0,8.0,67.0,0,0,0,0,0,0,0,0,94,850,9,3,0,0.0,1,1,1,4,7,1.75,0.678438662,9
Gerald Hayes,gerald hayes,2003,LB,LB,pittsburgh,ari,3,70,False,LB,D,22.0,2010.0,0,0,4,27.0,27.0,94.0,0,0,0,0,0,0,0,0,0,0,0,349,4,5.5,1,2,0,6,9,2.25,0.568228106,30
Gerome Sapp,gerome sapp,2003,DB,DB,notre dame,bal,6,182,False,DB,D,22.0,2007.0,0,0,0,6.0,3.0,67.0,0,0,0,0,0,0,0,0,0,0,0,94,0,2.0,1,1,2,1,5,1.25,0.433743169,6
Gibran Hamdan,gibran hamdan,2003,QB,QB,indiana,was,7,232,False,QB,O,22.0,2003.0,0,0,0,0.0,0.0,1.0,1,2,7,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
Hanik Milligan,hanik milligan,2003,DB,DB,houston,sdg,6,188,False,DB,D,23.0,2007.0,0,1,0,6.0,4.0,53.0,0,0,0,0,0,0,0,0,0,0,0,46,0,0.0,0,1,3,1,5,1.25,0.433743169,6
Hunter Hillenmeyer,hunter hillenmeyer,2003,LB,LB,vanderbilt,gnb,5,166,False,LB,D,22.0,2010.0,0,0,5,34.0,,101.0,0,0,0,0,0,0,0,0,0,0,0,300,2,7.0,1,7,7,7,22,5.5,0.818737271,38
Ian Scott,ian scott,2003,DT,DL,florida,chi,4,116,False,DL,D,21.0,2009.0,0,0,3,22.0,19.0,65.0,0,0,0,0,0,0,0,0,0,0,0,90,1,3.0,0,8,7,5,20,5.0,0.824657534,23
Ike Taylor,ike taylor,2003,DB,DB,louisiana,pit,4,125,False,DB,D,23.0,2014.0,0,0,9,53.0,53.0,174.0,0,0,0,0,0,0,0,0,0,0,0,518,14,3.0,1,1,7,6,15,3.75,0.74795082,66
Jamaal Green,jamaal green,2003,DE,DL,miami (fl),phi,4,131,False,DL,D,23.0,2005.0,0,0,0,1.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,0,1,0,0,1,0.25,0.183622829,1
James Davis,james davis,2003,LB,LB,west virginia,det,5,144,False,LB,D,24.0,2005.0,0,0,2,13.0,13.0,40.0,0,0,0,0,0,0,0,0,0,0,0,101,0,3.5,1,6,6,0,13,3.25,0.650712831,14
James Lee,james lee,2003,DT,DL,oregon st.,gnb,5,147,False,DL,D,23.0,2004.0,0,0,0,1.0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.0,0,1,0,0,1,0.25,0.15890411,7
Jarret Johnson,jarret johnson,2003,DE,DL,alabama,bal,4,109,False,DL,D,22.0,2014.0,0,0,9,55.0,45.0,184.0,0,0,0,0,0,0,0,0,0,0,0,368,3,25.5,2,3,6,3,14,3.5,0.682382134,69
Jason Witten,jason witten,2003,TE,TE,tennessee,dal,3,69,False,TE,O,21.0,2020.0,2,11,16,80.0,79.0,271.0,1,1,42,0,0,0,0,0,1228,13046,74,4,0,0.0,2,8,7,8,25,6.25,0.979553903,116
Jeff Faine,jeff faine,2003,C,OL,notre dame,cle,1,21,False,OL,O,22.0,2012.0,0,0,8,45.0,11.0,125.0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0.0,4,5,5,8,22,5.5,0.780373832,55
Jeremi Johnson,jeremi johnson,2003,FB,RB,western kentucky,cin,4,118,False,RB,O,23.0,2009.0,0,0,4,4.0,4.0,96.0,0,0,0,0,0,52,149,2,61,310,6,0,0,0.0,1,0,1,1,3,0.75,0.893617021,4
Jeremy Bridges,jeremy bridges,2003,OG,OL,southern miss,phi,6,185,False,OL,O,23.0,2012.0,0,0,2,23.0,,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,2,6,11,2.75,0.579166667,27
Jerome McDougle,jerome mcdougle,2003,DE,DL,miami (fl),phi,1,15,False,DL,D,24.0,2008.0,0,0,0,3.0,3.0,37.0,0,0,0,0,0,0,0,0,0,0,0,31,0,3.0,1,1,0,1,3,0.75,0.32630273,3
Jimmy Kennedy,jimmy kennedy,2003,DT,DL,penn st.,stl,1,12,False,DL,D,23.0,2011.0,0,0,2,16.0,12.0,92.0,0,0,0,0,0,0,0,0,0,0,0,107,0,8.5,1,2,4,6,13,3.25,0.695890411,17
Jimmy Wilkerson,jimmy wilkerson,2003,DE,DL,oklahoma,kan,6,189,False,DL,D,22.0,2010.0,0,0,1,17.0,6.0,119.0,0,0,0,0,0,0,0,0,0,0,0,142,0,14.0,1,1,2,2,6,1.5,0.470223325,19
Joe Odom,joe odom,2003,LB,LB,purdue,chi,6,191,False,LB,D,23.0,2005.0,0,0,0,6.0,6.0,28.0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.0,2,4,0,0,6,1.5,0.458248473,6
Johnathan Sullivan,johnathan sullivan,2003,DT,DL,georgia,nor,1,6,False,DL,D,22.0,2005.0,0,0,1,10.0,10.0,36.0,0,0,0,0,0,0,0,0,0,0,0,57,0,1.5,6,2,2,0,10,2.5,0.598630137,10
Jon Stinchcomb,jon stinchcomb,2003,OT,OL,georgia,nor,2,37,False,OL,O,24.0,2010.0,0,1,5,45.0,45.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,8,9,2.25,0.46577381,49
Jordan Black,jordan black,2003,OT,OL,notre dame,kan,5,153,False,OL,O,23.0,2012.0,0,0,2,24.0,16.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,6,7,17,4.25,0.626488095,26
Jordan Gross,jordan gross,2003,OT,OL,utah,car,1,8,False,OL,O,23.0,2013.0,1,3,11,69.0,69.0,167.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7,8,9,6,30,7.5,0.883928571,86
Josh Brown,josh brown,2003,K,ST,nebraska,sea,7,222,False,K,S,24.0,2016.0,0,1,0,34.0,14.0,201.0,1,1,36,1,0,0,0,0,0,0,0,23,0,0.0,3,5,3,3,14,3.5,0.907894737,46
Julian Battle,julian battle,2003,DB,DB,tennessee,kan,3,92,False,DB,D,22.0,2004.0,0,0,0,2.0,2.0,26.0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,1,1,0,0,2,0.5,0.243169399,2
Justin Fargas,justin fargas,2003,FB,RB,usc,oak,3,96,False,RB,O,23.0,2009.0,0,0,2,20.0,20.0,92.0,0,0,0,0,0,827,3369,10,77,523,0,20,0,0.0,1,1,0,3,5,1.25,0.914893617,21
Justin Gage,justin gage,2003,WR,WR,missouri,chi,5,143,False,WR,O,22.0,2010.0,0,0,3,25.0,6.0,100.0,0,0,0,0,0,0,0,0,201,2958,16,3,0,0.0,3,1,3,1,8,2.0,0.603119584,28
Justin Griffith,justin griffith,2003,FB,RB,mississippi st.,atl,4,121,False,RB,O,23.0,2009.0,0,0,6,11.0,8.0,96.0,0,0,0,0,0,94,413,1,141,989,12,0,0,0.0,2,3,2,2,9,2.25,0.978723404,13
Kawika Mitchell,kawika mitchell,2003,LB,LB,south florida,kan,2,47,False,LB,D,23.0,2010.0,0,0,6,37.0,20.0,97.0,0,0,0,0,0,0,0,0,0,0,0,373,6,13.0,3,4,8,8,23,5.75,0.83095723,41
Keenan Howry,keenan howry,2003,WR,WR,oregon,min,7,221,False,WR,O,22.0,2005.0,0,0,0,0.0,0.0,23.0,0,0,0,0,0,0,0,0,3,18,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Kelley Washington,kelley washington,2003,WR,WR,tennessee,cin,3,65,False,WR,O,24.0,2010.0,0,0,0,13.0,7.0,91.0,0,0,0,0,0,3,5,0,120,1500,12,22,0,0.0,3,3,1,1,8,2.0,0.603119584,14
Ken Dorsey,ken dorsey,2003,QB,QB,miami (fl),sfo,7,241,False,QB,O,22.0,2008.0,0,0,0,2.0,1.0,16.0,214,408,2082,8,18,11,18,0,0,0,0,0,0,0.0,0,0,1,0,1,0.25,0.370967742,2
Ken Hamlin,ken hamlin,2003,DB,DB,arkansas,sea,2,42,False,DB,D,22.0,2010.0,0,1,6,37.0,20.0,107.0,0,0,0,0,0,0,0,0,0,0,0,378,15,5.0,6,7,3,7,23,5.75,0.910519126,43
Kenny King,kenny king,2003,DE,DL,alabama,ari,5,141,False,DL,D,22.0,2003.0,0,0,0,1.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,14,0,2.0,1,0,0,0,1,0.25,0.183622829,1
