name,position,school,season,draft_year,countable_plays,avg_ppa_all,total_ppa_all,total_ppa_pass,total_ppa_rush,career_avg_ppa,career_total_ppa,ppa_per_play,pass_ppa_share,rush_ppa_share
Tevin Reese,WR,baylor,2013.0,2014.0,32.0,1.028,32.888,32.888,0.0,1.028,32.888,1.02775,1.0,0.0
Tre Mason,RB,auburn,2013.0,2014.0,294.0,0.175,51.557,11.182,40.376,0.175,51.557,0.1753639455782313,0.21688616482727854,0.7831332311810228
Trey Millard,FB,oklahoma,2013.0,2014.0,24.0,0.37,8.873,6.0,2.873,0.37,8.873,0.3697083333333333,0.676208723092528,0.32379127690747217
Troy Niklas,TE,notre dame,2013.0,2014.0,28.0,1.323,37.035,37.035,0.0,1.323,37.035,1.3226785714285714,1.0,0.0
Tyler Gaffney,RB,stanford,2013.0,2014.0,320.0,0.115,36.796,3.081,33.715,0.115,36.796,0.11498749999999999,0.08373192738341124,0.9162680726165888
Amari Cooper,WR,alabama,2013.0,2015.0,43.0,0.907,39.002,37.152,1.85,1.6760000000000002,173.562,0.9070232558139536,0.9525665350494846,0.047433464950515355
Ameer Abdullah,RB,nebraska,2013.0,2015.0,286.0,0.174,49.738,14.951,34.787,0.4599999999999999,133.68,0.1739090909090909,0.30059511842052355,0.6994048815794764
Blake Bell,TE,oklahoma,2013.0,2015.0,279.0,0.203,56.737,51.236,5.501,0.8720000000000001,75.474,0.2033584229390681,0.9030438690801417,0.0969561309198583
Breshad Perriman,WR,ucf,2013.0,2015.0,40.0,1.164,46.566,46.566,0.0,2.062,123.764,1.16415,1.0,0.0
Brett Hundley,QB,ucla,2013.0,2015.0,448.0,0.361,161.844,133.859,27.985,0.6859999999999999,328.707,0.36125892857142855,0.8270865771977955,0.1729134228022046
Bryce Petty,QB,baylor,2013.0,2015.0,432.0,0.308,132.983,128.614,4.369,0.649,306.144,0.3078310185185185,0.9671461765789612,0.03285382342103878
Bud Sasser,WR,missouri,2013.0,2015.0,26.0,0.848,22.047,22.047,0.0,1.484,93.863,0.8479615384615384,1.0,0.0
Clive Walford,TE,miami,2013.0,2015.0,31.0,1.012,31.379,31.379,0.0,2.151,90.603,1.012225806451613,1.0,0.0
Da'Ron Brown,WR,northern illinois,2013.0,2015.0,50.0,0.853,42.652,40.942,1.709,1.36,109.528,0.85304,0.9599080934071087,0.04006846103348026
Darren Waller,WR,georgia tech,2013.0,2015.0,15.0,1.48,22.201,22.201,0.0,2.466,60.661,1.4800666666666666,1.0,0.0
David Cobb,RB,minnesota,2013.0,2015.0,246.0,0.059,14.394,13.61,0.784,0.213,65.371,0.05851219512195122,0.9455328609142698,0.054467139085730164
Deandre Smelter,WR,georgia tech,2013.0,2015.0,21.0,1.141,23.969,23.356,0.613,2.351,96.587,1.1413809523809524,0.9744252993449873,0.025574700655012723
Devante Parker,WR,louisville,2013.0,2015.0,46.0,1.116,51.317,51.317,0.0,2.0170000000000003,111.716,1.1155869565217391,1.0,0.0
Devin Funchess,WR,michigan,2013.0,2015.0,52.0,0.878,45.68,46.109,-0.429,1.232,81.459,0.8784615384615384,1.0,0.0
Devin Smith,WR,ohio state,2013.0,2015.0,36.0,0.873,31.431,31.431,0.0,2.617,104.678,0.8730833333333333,1.0,0.0
Dorial Green-Beckham,WR,missouri,2013.0,2015.0,53.0,0.426,22.594,22.98,-0.386,0.426,22.594,0.42630188679245284,1.0,0.0
Evan Spencer,WR,ohio state,2013.0,2015.0,21.0,0.587,12.336,12.489,-0.152,0.814,20.497,0.5874285714285714,1.0,0.0
Garrett Grayson,QB,colorado state,2013.0,2015.0,488.0,0.198,96.487,85.951,10.536,0.649,298.008,0.19771926229508197,0.8908039425000259,0.10919605749997409
Geremy Davis,WR,connecticut,2013.0,2015.0,74.0,1.267,93.732,93.732,0.0,1.775,127.258,1.2666486486486486,1.0,0.0
Jalston Fowler,RB,alabama,2013.0,2015.0,20.0,0.119,2.372,-0.508,2.88,0.489,11.992,0.1186,0.0,1.0
Jameis Winston,QB,florida state,2013.0,2015.0,393.0,0.513,201.657,184.133,17.524,0.933,419.802,0.5131221374045801,0.913099966775267,0.08690003322473308
Jamison Crowder,WR,duke,2013.0,2015.0,117.0,0.643,75.253,72.28,2.972,0.965,121.347,0.6431880341880342,0.9604932693713207,0.03949344212190876
Jay Ajayi,RB,boise state,2013.0,2015.0,242.0,0.095,22.961,9.241,13.72,0.4,143.93200000000002,0.09488016528925619,0.40246504943164496,0.5975349505683551
Jeff Heuerman,TE,ohio state,2013.0,2015.0,24.0,1.138,27.322,24.76,2.562,1.887,43.802,1.1384166666666666,0.9062294121953006,0.0937705878046995
Jeremy Langford,RB,michigan state,2013.0,2015.0,294.0,-0.006,-1.788,9.805,-11.594,0.208,61.012,-0.006081632653061225,0.0,1.0
Jesse James,TE,penn state,2013.0,2015.0,22.0,0.948,20.864,20.864,0.0,1.6,57.367,0.9483636363636364,1.0,0.0
Joey Iosefa,RB,hawai'i,2013.0,2015.0,128.0,0.067,8.582,8.379,0.204,0.24,31.78,0.067046875,0.9763458401305056,0.023770682824516425
Josh Robinson,RB,mississippi state,2013.0,2015.0,89.0,0.212,18.853,8.242,10.611,0.477,79.203,0.2118314606741573,0.4371718028960908,0.5628281971039092
Karlos Williams,RB,florida state,2013.0,2015.0,89.0,0.28,24.941,3.003,21.938,0.464,58.513000000000005,0.28023595505617976,0.12040415380297503,0.879595846197025
Keith Mumphery,WR,michigan state,2013.0,2015.0,18.0,0.709,12.764,13.534,-0.77,1.773,58.528000000000006,0.709111111111111,1.0,0.0
Kennard Backman,TE,uab,2013.0,2015.0,33.0,0.584,19.277,19.277,0.0,1.323,51.059,0.5841515151515152,1.0,0.0
Kenny Bell,WR,nebraska,2013.0,2015.0,51.0,0.803,40.945,40.945,0.0,1.4500000000000002,92.745,0.802843137254902,1.0,0.0
Kenny Hilliard,RB,lsu,2013.0,2015.0,62.0,-0.024,-1.463,-0.915,-0.548,0.209,19.741,-0.02359677419354839,0.6254272043745728,0.3745727956254272
Malcolm Johnson,TE,mississippi state,2013.0,2015.0,34.0,0.593,20.16,20.16,0.0,1.382,51.708,0.5929411764705882,1.0,0.0
Marcus Mariota,QB,oregon,2013.0,2015.0,416.0,0.358,148.89,108.994,39.896,0.944,487.835,0.35790865384615383,0.7320437907179798,0.2679562092820203
Matt Jones,RB,florida,2013.0,2015.0,82.0,-0.001,-0.061,0.032,-0.092,0.031,5.963,-0.0007439024390243903,0.0,1.0
Maxx Williams,TE,minnesota,2013.0,2015.0,22.0,1.438,31.646,29.457,2.19,2.151,76.562,1.4384545454545454,0.9308285407318461,0.06920305883839979
Melvin Gordon,RB,wisconsin,2013.0,2015.0,195.0,0.223,43.439,0.034,43.405,0.62,187.401,0.22276410256410256,0.0007827067842261563,0.9992172932157739
Mike Davis,RB,south carolina,2013.0,2015.0,224.0,0.164,36.787,23.598,13.19,0.402,92.657,0.16422767857142856,0.6414766085845544,0.3585505749313616
Nelson Agholor,WR,usc,2013.0,2015.0,52.0,1.307,67.946,68.432,-0.486,2.065,170.328,1.3066538461538462,1.0,0.0
Nick O'Leary,TE,florida state,2013.0,2015.0,26.0,1.532,39.831,39.831,0.0,2.186,86.924,1.5319615384615386,1.0,0.0
Rory Anderson,TE,south carolina,2013.0,2015.0,17.0,1.194,20.304,20.304,0.0,1.492,32.229,1.1943529411764704,1.0,0.0
Sammie Coates,WR,auburn,2013.0,2015.0,33.0,1.2,39.602,39.602,0.0,1.7919999999999998,82.81299999999999,1.200060606060606,1.0,0.0
Sean Mannion,QB,oregon state,2013.0,2015.0,556.0,0.248,137.783,142.506,-4.723,0.384,206.005,0.24781115107913668,1.0,0.0
Stefon Diggs,WR,maryland,2013.0,2015.0,40.0,0.981,39.22,38.201,1.019,1.387,76.154,0.9804999999999999,0.9740183579806222,0.025981642019377867
T.J. Yeldon,RB,alabama,2013.0,2015.0,208.0,0.19,39.621,13.54,26.081,0.441,93.49,0.19048557692307694,0.3417379672395951,0.6582620327604047
Tevin Coleman,RB,indiana,2013.0,2015.0,134.0,0.151,20.227,17.641,2.586,0.395,87.393,0.15094776119402986,0.8721510851831709,0.12784891481682897
Tony Lippett,WR,michigan state,2013.0,2015.0,48.0,1.196,57.428,57.842,-0.414,2.13,155.488,1.1964166666666667,1.0,0.0
Trevor Siemian,QB,northwestern,2013.0,2015.0,309.0,0.269,83.205,77.601,5.604,0.367,127.793,0.26927184466019416,0.9326482783486569,0.06735172165134307
Ty Montgomery,WR,stanford,2013.0,2015.0,60.0,1.092,65.492,59.881,5.611,1.371,95.029,1.0915333333333335,0.9143254137909973,0.08567458620900262
Tyler Kroft,TE,rutgers,2013.0,2015.0,40.0,1.341,53.654,53.654,0.0,2.0,76.046,1.34135,1.0,0.0
Tyler Lockett,WR,kansas state,2013.0,2015.0,73.0,1.058,77.202,76.725,0.477,1.86,196.654,1.0575616438356163,0.9938214035905805,0.006178596409419445
Aaron Burbridge,WR,michigan state,2013.0,2016.0,27.0,0.586,15.818,16.963,-1.145,1.531,129.784,0.5858518518518518,1.0,0.0
Alex Collins,RB,arkansas,2013.0,2016.0,195.0,0.083,16.125,-0.125,16.25,0.391,96.9,0.08269230769230769,0.0,1.0
Austin Hooper,TE,stanford,2014.0,2016.0,51.0,0.559,28.514,28.177,0.337,1.425,69.198,0.5590980392156862,0.9881812443010451,0.011818755698954901
Brandon Allen,QB,arkansas,2013.0,2016.0,261.0,0.122,31.854,20.585,11.27,0.955,371.822,0.12204597701149425,0.6462296728825265,0.35380172034909274
Brandon Doughty,QB,western kentucky,2013.0,2016.0,355.0,0.293,103.992,108.986,-4.994,1.255,645.028,0.29293521126760563,1.0,0.0
Braxton Miller,QB,ohio state,2013.0,2016.0,366.0,0.174,63.505,32.942,30.564,0.435,84.358,0.17351092896174863,0.5187308085977482,0.481284938193843
Cardale Jones,QB,ohio state,2013.0,2016.0,18.0,0.413,7.436,-1.044,8.48,0.964,113.747,0.4131111111111111,0.0,1.0
Chris Moore,WR,cincinnati,2013.0,2016.0,45.0,0.826,37.156,36.784,0.372,2.459,136.23,0.8256888888888889,0.9899881580363872,0.010011841963612876
Christian Hackenberg,QB,penn state,2013.0,2016.0,392.0,0.209,82.046,85.305,-3.259,0.4579999999999999,198.199,0.20930102040816329,1.0,0.0
Cody Kessler,QB,usc,2013.0,2016.0,350.0,0.282,98.785,91.481,7.304,1.083,503.244,0.28224285714285713,0.9260616490357848,0.07393835096421522
Connor Cook,QB,michigan state,2013.0,2016.0,395.0,0.225,88.872,82.721,6.151,1.056,449.027,0.22499240506329113,0.9307880997389505,0.06921190026104959
Corey Coleman,WR,baylor,2013.0,2016.0,32.0,0.959,30.673,30.673,0.0,2.422,202.16000000000005,0.95853125,1.0,0.0
Dak Prescott,QB,mississippi state,2013.0,2016.0,363.0,0.302,109.461,68.435,41.026,1.001,541.48,0.30154545454545456,0.6251998428664091,0.374800157133591
Daniel Braverman,WR,western michigan,2014.0,2016.0,99.0,0.67,66.316,59.863,6.453,1.34,157.41,0.6698585858585859,0.9026931660534411,0.0973068339465589
Daniel Lasco,RB,california,2013.0,2016.0,77.0,0.109,8.395,3.777,4.618,0.5,78.919,0.10902597402597403,0.4499106611078023,0.5500893388921978
Darius Jackson,RB,eastern michigan,2013.0,2016.0,53.0,-0.094,-4.964,1.095,-6.059,0.218,39.646,-0.09366037735849057,0.0,1.0
Derrick Henry,RB,alabama,2013.0,2016.0,33.0,0.3,9.906,0.0,9.906,0.758,144.238,0.3001818181818182,0.0,1.0
Ezekiel Elliott,RB,ohio state,2013.0,2016.0,30.0,0.393,11.78,-0.447,12.227,1.127,239.096,0.39266666666666666,0.0,1.0
Hunter Henry,TE,arkansas,2013.0,2016.0,27.0,1.01,27.257,27.257,0.0,2.495,124.52,1.0095185185185185,1.0,0.0
Jakeem Grant,WR,texas tech,2013.0,2016.0,65.0,0.848,55.138,51.935,3.204,2.152,209.319,0.848276923076923,0.9419093909826255,0.05810874532989953
Jared Goff,QB,california,2013.0,2016.0,526.0,0.175,92.131,94.208,-2.077,0.946,533.058,0.17515399239543727,1.0,0.0
Jonathan Williams,RB,arkansas,2013.0,2016.0,152.0,0.025,3.86,1.459,2.401,0.287,58.871,0.02539473684210526,0.377979274611399,0.622020725388601
Jordan Payton,WR,ucla,2013.0,2016.0,39.0,0.872,34.027,34.027,0.0,2.179,170.154,0.8724871794871795,1.0,0.0
Kelvin Taylor,RB,florida,2013.0,2016.0,95.0,-0.012,-1.097,3.209,-4.307,0.037,20.642,-0.01154736842105263,0.0,1.0
Kenneth Dixon,RB,louisiana tech,2013.0,2016.0,145.0,0.094,13.657,0.285,13.372,0.612,140.856,0.09418620689655173,0.02086841912572307,0.9791315808742769
Kenny Lawler,WR,california,2013.0,2016.0,35.0,0.694,24.295,24.295,0.0,2.015,128.648,0.6941428571428572,1.0,0.0
Kenyan Drake,RB,alabama,2013.0,2016.0,95.0,0.384,36.485,7.247,29.238,1.278,71.508,0.38405263157894737,0.198629573797451,0.801370426202549
Kevin Hogan,QB,stanford,2013.0,2016.0,338.0,0.229,77.386,52.279,25.108,1.0579999999999998,409.429,0.2289526627218935,0.6755614710671182,0.32445145116687774
Laquon Treadwell,WR,ole miss,2013.0,2016.0,66.0,0.478,31.563,35.298,-3.735,1.718,149.656,0.4782272727272727,1.0,0.0
Leonte Carroo,WR,rutgers,2013.0,2016.0,19.0,1.125,21.384,21.384,0.0,3.108,158.498,1.1254736842105264,1.0,0.0
Michael Thomas,WR,ohio state,2014.0,2016.0,70.0,0.919,64.331,64.331,0.0,1.562,117.052,0.9190142857142858,1.0,0.0
Nate Sudfeld,QB,indiana,2013.0,2016.0,311.0,0.268,83.323,75.775,7.549,1.001,323.949,0.26791961414790993,0.9094127671831308,0.09059923430505384
Paul Perkins,RB,ucla,2013.0,2016.0,150.0,0.054,8.164,19.323,-11.159,0.488,126.243,0.054426666666666665,1.0,0.0
Paxton Lynch,QB,memphis,2013.0,2016.0,389.0,0.174,67.852,54.601,13.251,0.845,420.475,0.17442673521850902,0.8047073041325237,0.19529269586747625
Pharoh Cooper,WR,south carolina,2013.0,2016.0,23.0,0.276,6.338,1.328,5.01,1.46,166.213,0.27556521739130435,0.20952982013253393,0.790470179867466
Rashard Higgins,WR,colorado state,2013.0,2016.0,67.0,0.765,51.263,51.263,0.0,2.564,254.398,0.7651194029850746,1.0,0.0
Ricardo Louis,WR,auburn,2013.0,2016.0,40.0,0.491,19.648,14.186,5.462,1.503,100.552,0.49119999999999997,0.722007328990228,0.277992671009772
Sterling Shepard,WR,oklahoma,2013.0,2016.0,48.0,0.742,35.637,35.23,0.407,2.226,187.808,0.7424375,0.988579285573982,0.011420714426017902
Tajae Sharpe,WR,umass,2013.0,2016.0,71.0,0.583,41.42,41.42,0.0,1.677,206.075,0.5833802816901409,1.0,0.0
Tyler Boyd,WR,pittsburgh,2013.0,2016.0,93.0,0.907,84.388,82.154,2.234,2.071,245.14,0.9073978494623657,0.9735270417594918,0.02647295824050813
Wendell Smallwood,RB,west virginia,2013.0,2016.0,50.0,0.282,14.087,11.792,2.295,0.7,113.77100000000002,0.28174,0.8370838361609995,0.16291616383900048
Zac Brooks,RB,clemson,2013.0,2016.0,51.0,0.299,15.244,6.08,9.164,0.528,28.092,0.29890196078431375,0.39884544738913674,0.6011545526108633
Aaron Jones,RB,utep,2013.0,2017.0,133.0,0.007,0.895,0.022,0.873,0.8340000000000001,126.494,0.006729323308270677,0.024581005586592177,0.9754189944134078
Amara Darboh,WR,michigan,2014.0,2017.0,53.0,0.534,28.312,28.312,0.0,1.77,141.35399999999998,0.534188679245283,1.0,0.0
Ardarius Stewart,WR,alabama,2014.0,2017.0,16.0,0.488,7.811,7.811,0.0,1.499,96.809,0.4881875,1.0,0.0
Brad Kaaya,QB,miami,2014.0,2017.0,401.0,0.309,123.944,128.949,-5.005,1.017,433.63,0.3090872817955112,1.0,0.0
Brian Hill,RB,wyoming,2014.0,2017.0,160.0,0.113,18.035,10.419,7.615,0.371,99.027,0.11271875,0.5777100083171611,0.42223454394233434
Bucky Hodges,TE,virginia tech,2014.0,2017.0,77.0,0.4,30.807,31.955,-1.147,2.902,230.08,0.40009090909090905,1.0,0.0
C.J. Beathard,QB,iowa,2013.0,2017.0,36.0,0.033,1.172,-2.455,3.627,0.791,264.567,0.03255555555555555,0.0,1.0
Carlos Henderson,WR,louisiana tech,2014.0,2017.0,51.0,0.797,40.66,35.704,4.956,2.374,210.085,0.7972549019607843,0.8781111657648796,0.12188883423512054
Chris Godwin,WR,penn state,2014.0,2017.0,42.0,0.474,19.897,21.09,-1.192,2.016,174.363,0.4737380952380952,1.0,0.0
Christian Mccaffrey,RB,stanford,2014.0,2017.0,59.0,0.469,27.65,15.272,12.378,1.016,216.405,0.46864406779661016,0.5523327305605787,0.44766726943942137
Corey Davis,WR,western michigan,2013.0,2017.0,76.0,0.766,58.25,58.467,-0.217,3.193,343.83500000000004,0.7664473684210527,1.0,0.0
Dalvin Cook,RB,florida state,2014.0,2017.0,192.0,0.197,37.84,17.066,20.774,0.724,189.676,0.19708333333333336,0.45100422832980963,0.5489957716701902
David Njoku,TE,miami,2015.0,2017.0,35.0,0.643,22.515,22.515,0.0,1.421,75.4,0.6432857142857143,1.0,0.0
Deshaun Watson,QB,clemson,2014.0,2017.0,200.0,0.579,115.738,97.198,18.539,1.356,666.432,0.57869,0.8398106067151669,0.16018075308023294
Deshone Kizer,QB,notre dame,2015.0,2017.0,465.0,0.376,174.72,130.357,44.363,0.6739999999999999,319.66,0.37574193548387097,0.7460908882783883,0.25390911172161174
Donnel Pumphrey,RB,san diego state,2013.0,2017.0,138.0,0.084,11.653,15.616,-3.962,0.84,268.11,0.08444202898550725,1.0,0.0
Elijah Mcguire,RB,louisiana,2013.0,2017.0,112.0,0.283,31.657,16.198,15.459,1.023,208.608,0.28265178571428573,0.5116719840793506,0.48832801592064945
Evan Engram,TE,ole miss,2013.0,2017.0,18.0,0.74,13.316,13.316,0.0,2.95,156.39600000000002,0.7397777777777779,1.0,0.0
Isaiah Ford,WR,virginia tech,2014.0,2017.0,88.0,0.749,65.927,67.963,-2.037,1.874,218.343,0.7491704545454546,1.0,0.0
Isaiah Mckenzie,WR,georgia,2014.0,2017.0,19.0,0.204,3.867,0.365,3.502,1.734,81.715,0.2035263157894737,0.09438841479182829,0.9056115852081716
Jake Butt,TE,michigan,2013.0,2017.0,20.0,0.748,14.955,14.955,0.0,2.25,98.748,0.74775,1.0,0.0
Jamaal Williams,RB,byu,2013.0,2017.0,230.0,0.102,23.356,10.815,12.541,0.401,82.517,0.10154782608695653,0.4630501798253125,0.5369498201746874
James Conner,RB,pittsburgh,2013.0,2017.0,140.0,0.034,4.716,2.384,2.332,1.108,118.295,0.033685714285714284,0.5055131467345207,0.49448685326547914
Jehu Chesson,WR,michigan,2013.0,2017.0,18.0,0.787,14.174,15.014,-0.84,2.065,108.681,0.7874444444444444,1.0,0.0
Jeremy Mcnichols,RB,boise state,2014.0,2017.0,33.0,0.536,17.7,8.41,9.291,1.049,184.209,0.5363636363636364,0.47514124293785315,0.5249152542372881
Joe Mixon,RB,oklahoma,2015.0,2017.0,144.0,0.358,51.58,26.747,24.833,0.718,133.91199999999998,0.3581944444444444,0.5185537029856534,0.48144629701434666
John Ross,WR,washington,2013.0,2017.0,21.0,0.643,13.504,12.695,0.808,1.894,112.53,0.643047619047619,0.9400918246445498,0.05983412322274882
Jonnu Smith,TE,florida international,2013.0,2017.0,41.0,0.644,26.406,26.406,0.0,2.153,114.543,0.6440487804878049,1.0,0.0
Josh Malone,WR,tennessee,2014.0,2017.0,45.0,0.129,5.81,7.418,-1.607,1.712,106.507,0.1291111111111111,1.0,0.0
Joshua Dobbs,QB,tennessee,2013.0,2017.0,143.0,0.106,15.173,6.843,8.33,1.038,414.096,0.10610489510489511,0.450998484149476,0.5490015158505239
Juju Smith-Schuster,WR,usc,2015.0,2017.0,131.0,0.779,102.052,102.219,-0.167,1.4420000000000002,169.06,0.7790229007633588,1.0,0.0
Kareem Hunt,RB,toledo,2013.0,2017.0,145.0,0.208,30.149,0.33,29.82,0.954,201.206,0.20792413793103448,0.010945636671199709,0.9890875319247736
Kenny Golladay,WR,northern illinois,2015.0,2017.0,135.0,0.58,78.256,78.979,-0.723,0.975,136.264,0.5796740740740741,1.0,0.0
Leonard Fournette,RB,lsu,2014.0,2017.0,193.0,0.166,31.983,9.431,22.553,0.623,149.48000000000002,0.16571502590673576,0.2948754025576087,0.7051558640527781
Malachi Dupre,WR,lsu,2014.0,2017.0,28.0,0.338,9.476,9.476,0.0,1.8200000000000005,108.515,0.33842857142857147,1.0,0.0
Marlon Mack,RB,south florida,2014.0,2017.0,231.0,0.071,16.434,6.744,9.691,0.575,120.866,0.07114285714285715,0.41036874771814524,0.5896921017402945
Mason Schreck,TE,buffalo,2013.0,2017.0,22.0,0.383,8.431,8.431,0.0,1.529,69.388,0.3832272727272727,1.0,0.0
Matthew Dayes,RB,nc state,2015.0,2017.0,160.0,0.316,50.484,8.677,41.808,0.385,70.152,0.315525,0.17187623801600505,0.828143570240076
Mike Williams,WR,clemson,2013.0,2017.0,17.0,1.252,21.29,21.29,0.0,3.908,189.404,1.2523529411764704,1.0,0.0
Robert Davis,WR,georgia state,2013.0,2017.0,54.0,0.719,38.814,38.814,0.0,2.202,185.697,0.7187777777777777,1.0,0.0
Ryan Switzer,WR,north carolina,2013.0,2017.0,35.0,0.579,20.253,20.755,-0.502,2.14,175.865,0.5786571428571429,1.0,0.0
Samaje Perine,RB,oklahoma,2014.0,2017.0,276.0,0.326,90.051,12.149,77.901,0.779,190.889,0.3262717391304348,0.13491243850706822,0.865076456674551
Stacy Coley,WR,miami,2013.0,2017.0,24.0,0.916,21.988,21.639,0.35,2.244,123.891,0.9161666666666667,0.9841277060214663,0.015917773330907766
Taywan Taylor,WR,western kentucky,2013.0,2017.0,26.0,0.658,17.115,17.115,0.0,3.275,267.81,0.6582692307692307,1.0,0.0
Trent Taylor,WR,louisiana tech,2013.0,2017.0,28.0,0.679,19.022,19.022,0.0,3.017,311.086,0.6793571428571428,1.0,0.0
Wayne Gallman,RB,clemson,2014.0,2017.0,191.0,0.012,2.382,0.005,2.377,0.346,98.031,0.012471204188481676,0.0020990764063811922,0.9979009235936187
Zay Jones,WR,east carolina,2016.0,2017.0,223.0,0.523,116.622,117.118,-0.496,0.523,116.622,0.5229686098654709,1.0,0.0
Antonio Callaway,WR,florida,2015.0,2018.0,69.0,0.488,33.68,32.223,1.457,0.982,77.12899999999999,0.4881159420289855,0.9567399049881234,0.043260095011876484
Auden Tate,WR,florida state,2016.0,2018.0,39.0,0.868,33.852,33.852,0.0,1.531,74.281,0.8679999999999999,1.0,0.0
Austin Proehl,WR,north carolina,2014.0,2018.0,20.0,0.318,6.363,6.997,-0.634,3.375,86.936,0.31815000000000004,1.0,0.0
Braxton Berrios,WR,miami,2014.0,2018.0,37.0,0.457,16.925,16.925,0.0,1.988,86.872,0.4574324324324325,1.0,0.0
Calvin Ridley,WR,alabama,2015.0,2018.0,125.0,0.508,63.557,63.773,-0.216,1.488,167.59300000000002,0.508456,1.0,0.0
Christian Kirk,WR,texas a&m,2015.0,2018.0,132.0,0.395,52.085,50.482,1.603,1.227,148.59300000000002,0.39458333333333334,0.9692233848516847,0.030776615148315253
D.J. Moore,WR,maryland,2015.0,2018.0,47.0,0.432,20.312,19.683,0.628,1.235,109.844,0.43217021276595746,0.9690330838912957,0.030917684127609292
Daesean Hamilton,WR,penn state,2014.0,2018.0,140.0,0.272,38.027,38.225,-0.198,2.194,181.178,0.27162142857142857,1.0,0.0
Dante Pettis,WR,washington,2014.0,2018.0,27.0,0.646,17.431,17.431,0.0,2.581,162.992,0.6455925925925926,1.0,0.0
Darius Phillips,WR,western michigan,2014.0,2018.0,32.0,0.727,23.269,22.827,0.442,0.7060000000000001,24.613,0.72715625,0.9810047702952427,0.018995229704757404
Deon Cain,WR,clemson,2015.0,2018.0,49.0,0.936,45.841,47.613,-1.773,2.04,132.832,0.935530612244898,1.0,0.0
Derrius Guice,RB,lsu,2015.0,2018.0,56.0,0.416,23.278,2.127,21.151,0.942,138.343,0.4156785714285714,0.09137382936678408,0.9086261706332159
Ito Smith,RB,southern mississippi,2014.0,2018.0,126.0,-0.1,-12.551,2.181,-14.732,0.497,157.72299999999998,-0.09961111111111111,0.0,1.0
James Washington,WR,oklahoma state,2014.0,2018.0,60.0,0.316,18.933,17.414,1.519,2.575,272.482,0.31555,0.9197697142555328,0.08023028574446733
John Kelly,RB,tennessee,2015.0,2018.0,41.0,0.028,1.15,-0.783,1.932,0.305,38.246,0.028048780487804875,0.0,1.0
Jordan Akins,WR,ucf,2014.0,2018.0,20.0,0.164,3.271,3.271,0.0,2.798,81.123,0.16355,1.0,0.0
Jordan Wilkins,RB,ole miss,2014.0,2018.0,51.0,0.319,16.265,2.292,13.973,0.735,77.53999999999999,0.31892156862745097,0.14091607746695356,0.8590839225330464
Josh Rosen,QB,ucla,2015.0,2018.0,520.0,0.328,170.333,161.977,8.355,1.0,414.383,0.32756346153846155,0.9509431525306312,0.0490509766163926
Justin Jackson,RB,northwestern,2014.0,2018.0,268.0,0.12,32.037,18.657,13.38,0.32,103.04,0.1195410447761194,0.5823578986796517,0.4176421013203484
Kalen Ballage,RB,arizona state,2014.0,2018.0,40.0,-0.124,-4.948,4.349,-9.297,0.139,41.532,-0.1237,0.0,1.0
Keke Coutee,WR,texas tech,2015.0,2018.0,16.0,0.234,3.746,3.746,0.0,1.939,182.069,0.234125,1.0,0.0
Kerryon Johnson,RB,auburn,2015.0,2018.0,76.0,0.21,15.957,11.417,4.54,0.5700000000000001,110.807,0.2099605263157895,0.7154853669236072,0.2845146330763928
Lamar Jackson,QB,louisville,2015.0,2018.0,408.0,0.286,116.49,39.662,76.828,1.132,671.838,0.28551470588235295,0.3404755773027728,0.6595244226972273
