player_name (draft/basic),draft_year (draft/basic),category (draft/basic),draft_team (draft/basic),draft_round (draft/basic),draft_pick (draft/basic),school (shared_basic),has_pre_draft,has_combine_data (combine),forty_yd_dash (combine),vertical_jump (combine),bench_press (combine),broad_jump (combine),three_cone_drill (combine),twenty_yd_shuttle (combine),has_forty_yd_dash (combine),has_vertical_jump (combine),has_bench_press (combine),has_broad_jump (combine),has_three_cone_drill (combine),has_twenty_yd_shuttle (combine),height_in (combine),weight_lb (combine),predraft_total_yards,predraft_total_tds,predraft_total_opportunities,predraft_yards_per_game_unified,predraft_tds_per_game_unified,predraft_opportunities_per_game_unified,predraft_yards_per_opportunity_unified,predraft_tds_per_opportunity_unified,avg_ppa_all (pre_draft),ppa_per_play (pre_draft),career_avg_ppa (pre_draft),career_total_ppa (pre_draft),age (post_draft),to (post_draft),games (post_draft),w_av (post_draft),dr_av (post_draft),car_av_filled (post_draft),allpro (post_draft),probowls (post_draft),hof (post_draft),seasons_started (post_draft),AV_year1 (post_draft),AV_year2 (post_draft),AV_year3 (post_draft),AV_year4 (post_draft),AV_4yr_sum (post_draft),AV_4yr_avg (post_draft),AV_4yr_avg_percentile (post_draft)
Joshua Holsey,2017,DB,was,7,235,auburn,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2018,13,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.164617486
Jourdan Lewis,2017,DB,dal,3,92,michigan,0,1,4.54,34.5,15,121,,,1,1,1,1,0,0,70,188,0,0,0,,,,,,,,,,22,2022,83,18,18,15,0,0,FALSE,2,3,2,4,6,15,3.75,0.830434783
JuJu Smith-Schuster,2017,WR,pit,2,62,usc,1,1,4.54,32.5,15,120,,,1,1,1,1,0,0,73,215,0,0,0,,,,,,0.779,0.779022901,1.442,169.06,20,2022,79,39,30,31,0,1,FALSE,4,10,11,4,6,31,7.75,0.921143847
Julie'n Davenport,2017,OL,hou,4,130,bucknell,0,1,5.45,27,18,106,7.57,4.69,1,1,1,1,1,1,79,318,0,0,0,,,,,,,,,,22,2021,60,16,10,15,0,0,FALSE,2,3,7,3,2,15,3.75,0.592261905
Justin Evans,2017,DB,tam,2,50,texas aandm,0,1,,,14,,,,0,0,1,0,0,0,72,199,0,0,0,,,,,,,,,,22,2022,39,10,8,8,0,0,FALSE,2,4,4,0,0,8,2,0.452702703
Justin Senior,2017,OL,sea,6,210,mississippi st.,0,1,5.55,23,,98,8.19,5.06,1,1,0,1,1,1,77,331,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.063988095
Jylan Ware,2017,OL,oak,7,231,alabama st.,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2017,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.063988095
Kareem Hunt,2017,RB,kan,3,86,toledo,1,1,4.62,36.5,18,119,,,1,1,1,1,0,0,70,216,0,0,0,,,,,,0.208,0.207924138,0.954,201.206,22,2022,76,43,25,36,0,1,FALSE,2,15,11,3,7,36,9,0.931451613
Keion Adams,2017,LB,pit,7,248,western michigan,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.072463768
Kendell Beckwith,2017,LB,tam,3,107,lsu,0,1,,,20,,,,0,0,1,0,0,0,74,243,0,0,0,,,,,,,,,,22,2017,16,5,5,5,0,0,FALSE,0,5,0,0,0,5,1.25,0.397058824
Kenny Golladay,2017,WR,det,3,96,northern illinois,1,1,4.5,35.5,18,120,7,4.15,1,1,1,1,1,1,76,218,0,0,0,,,,,,0.58,0.579674074,0.975,136.264,23,2022,73,27,23,24,0,1,FALSE,4,4,8,9,3,24,6,0.872616984
Kevin King,2017,DB,gnb,2,33,washington,0,1,4.43,39.5,11,,6.56,3.89,1,1,1,0,1,1,75,200,0,0,0,,,,,,,,,,22,2021,51,15,15,14,0,0,FALSE,3,2,2,6,4,14,3.5,0.786956522
Khalfani Muhammad,2017,RB,ten,7,241,california,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Kofi Amichia,2017,OL,gnb,6,212,south florida,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.046728972
Kyle Fuller,2017,OL,hou,7,243,baylor,0,1,5.24,26,23,96,7.71,4.84,1,1,1,1,1,1,77,307,0,0,0,,,,,,,,,,23,2022,51,7,1,55,0,0,FALSE,0,8,16,10,10,44,11,0.990654206
Lano Hill,2017,DB,sea,3,95,michigan,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,21,2020,42,5,5,5,0,0,FALSE,0,1,2,2,0,5,1.25,0.337837838
Larry Ogunjobi,2017,DL,cle,3,65,charlotte,0,1,4.97,32,26,116,7.55,4.75,1,1,1,1,1,1,75,305,0,0,0,,,,,,,,,,23,2022,92,34,21,24,0,0,FALSE,5,2,8,7,7,24,6,0.871232877
Leon McQuay,2017,DB,kan,6,218,usc,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2017,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.047297297
Leonard Fournette,2017,RB,jax,1,4,lsu,1,1,4.51,28.5,,,,,1,1,0,0,0,0,72,240,0,0,0,,,,,,0.166,0.165715026,0.623,149.48,22,2022,79,38,19,26,0,0,FALSE,5,8,3,10,5,26,6.5,0.85483871
Mack Hollins,2017,WR,phi,4,118,north carolina,0,1,4.53,,,,,,1,0,0,0,0,0,76,221,0,0,0,,,,,,,,,,23,2022,82,12,3,4,0,0,FALSE,1,2,0,1,1,4,1,0.464471404
Malachi Dupre,2017,WR,gnb,7,247,lsu,1,1,4.52,39.5,11,135,7.19,4.26,1,1,1,1,1,1,74,196,0,0,0,,,,,,0.338,0.338428571,1.82,108.515,21,2018,1,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Malik Hooker,2017,DB,ind,1,15,ohio st.,0,1,,,,,,,0,0,0,0,0,0,73,206,0,0,0,,,,,,,,,,21,2022,67,17,13,13,0,0,FALSE,3,3,5,5,0,13,3.25,0.635135135
Malik McDowell,2017,DL,sea,2,35,michigan st.,0,1,4.85,28.5,23,112,7.69,4.53,1,1,1,1,1,1,78,295,0,0,0,,,,,,,,,,21,2021,15,6,,0,0,0,FALSE,1,0,0,0,0,0,0,0.061643836
Marcus Maye,2017,DB,nyj,2,39,florida,0,1,,,,,,,0,0,0,0,0,0,72,210,0,0,0,,,,,,,,,,24,2022,70,25,21,24,0,0,FALSE,5,7,2,6,9,24,6,0.905405405
Marcus Williams,2017,DB,nor,2,42,utah,0,1,4.56,43.5,14,129,6.85,4.2,1,1,1,1,1,1,73,202,0,0,0,,,,,,,,,,20,2022,86,27,24,31,0,0,FALSE,6,7,5,5,5,22,5.5,0.864864865
Marlon Humphrey,2017,DB,bal,1,16,alabama,0,1,4.41,,10,125,6.75,,1,0,1,1,1,0,72,197,0,0,0,,,,,,,,,,21,2022,90,46,46,33,1,3,FALSE,5,3,4,16,10,33,8.25,0.965217391
Marlon Mack,2017,RB,ind,4,143,south florida,1,1,4.5,35.5,15,125,,,1,1,1,1,0,0,71,213,0,0,0,,,,,,0.071,0.071142857,0.575,120.866,21,2022,55,20,19,19,0,0,FALSE,2,4,7,8,0,19,4.75,0.759408602
Marquel Lee,2017,LB,oak,5,168,wake forest,0,1,,31,25,118,,,0,1,1,1,0,0,75,240,0,0,0,,,,,,,,,,21,2021,45,9,9,8,0,0,FALSE,1,3,4,1,0,8,2,0.530549898
Marquez White,2017,DB,dal,6,216,florida st.,0,1,4.59,36,,123,,,1,1,0,1,0,0,72,194,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Marquez Williams,2017,RB,jax,7,240,miami (fl),0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2017,1,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.234042553
Marshon Lattimore,2017,DB,nor,1,11,ohio st.,0,1,4.36,38.5,,132,,,1,1,0,1,0,0,72,193,0,0,0,,,,,,,,,,21,2022,80,37,37,29,0,4,FALSE,5,8,6,7,8,29,7.25,0.956521739
Mason Schreck,2017,TE,cin,7,251,buffalo,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,0.383,0.383227273,1.529,69.388,23,2022,26,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Matt Milano,2017,LB,buf,5,163,boston col.,0,1,4.67,35,24,126,,,1,1,1,1,0,0,72,223,0,0,0,,,,,,,,,,23,2022,85,50,50,26,1,1,FALSE,4,3,9,10,4,26,6.5,0.877800407
Matthew Dayes,2017,RB,cle,7,252,north carolina st.,1,1,4.47,28,18,109,,,1,1,1,1,0,0,69,205,0,0,0,,,,,,0.316,0.315525,0.385,70.152,23,2018,23,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Michael Roberts,2017,TE,det,4,127,toledo,0,1,4.86,30,,110,7.05,4.51,1,1,0,1,1,1,76,270,0,0,0,,,,,,,,,,23,2018,23,1,1,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.323420074
Michael Tyson,2017,DB,sea,6,187,cincinnati,0,1,4.56,33,17,118,,,1,1,1,1,0,0,73,204,0,0,0,,,,,,,,,,24,2018,10,1,,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.128378378
Mike Williams,2017,WR,lac,1,7,clemson,1,1,,32.5,15,121,,,0,1,1,1,0,0,76,218,0,0,0,,,,,,1.252,1.252352941,3.908,189.404,22,2022,85,36,36,87,0,0,FALSE,4,1,6,8,6,21,5.25,0.82322357
Mitchell Trubisky,2017,QB,chi,1,2,north carolina,0,1,4.67,27.5,,116,6.87,4.25,1,1,0,1,1,1,74,222,0,0,0,,,,,,,,,,23,2022,64,36,33,35,0,1,FALSE,4,7,13,8,7,35,8.75,0.875576037
Montae Nicholson,2017,DB,was,4,123,michigan st.,0,1,4.42,35,,125,,,1,1,0,1,0,0,74,212,0,0,0,,,,,,,,,,21,2019,35,10,10,10,0,0,FALSE,1,2,3,5,0,10,2.5,0.547297297
Montravius Adams,2017,DL,gnb,3,93,auburn,0,1,4.87,29,22,108,7.62,4.89,1,1,1,1,1,1,76,304,0,0,0,,,,,,,,,,22,2022,72,11,4,4,0,0,FALSE,1,0,2,2,0,4,1,0.332876712
Myles Garrett,2017,DL,cle,1,1,texas aandm,0,1,4.64,41,33,128,,,1,1,1,1,0,0,76,272,0,0,0,,,,,,,,,,21,2022,84,62,62,39,2,4,FALSE,6,4,14,5,16,39,9.75,0.985111663
Nate Hairston,2017,DB,ind,5,158,temple,0,1,4.52,35.5,14,118,,,1,1,1,1,0,0,72,196,0,0,0,,,,,,,,,,23,2022,61,9,5,8,0,0,FALSE,1,2,3,3,0,8,2,0.617391304
Nathan Gerry,2017,DB,phi,5,184,nebraska,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2022,50,18,18,17,0,0,FALSE,1,2,3,8,4,17,4.25,0.783783784
Nathan Peterman,2017,QB,buf,5,171,pittsburgh,0,1,4.82,31,,110,7.14,4.31,1,1,0,1,1,1,74,226,0,0,0,,,,,,,,,,23,2022,13,3,2,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.451612903
Nazair Jones,2017,DL,sea,3,102,north carolina,0,1,5.11,24.5,,101,7.93,4.63,1,1,0,1,1,1,77,304,0,0,0,,,,,,,,,,22,2018,20,3,3,3,0,0,FALSE,0,2,1,0,0,3,0.75,0.271232877
Nico Siragusa,2017,OL,bal,4,122,san diego st.,0,1,5.35,32,28,110,7.71,4.56,1,1,1,1,1,1,76,319,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Noah Brown,2017,WR,dal,7,239,ohio st.,0,1,,,19,,7.07,4.33,0,0,1,0,1,1,74,222,0,0,0,,,,,,,,,,21,2022,66,9,9,1,0,0,FALSE,1,0,0,0,1,1,0.25,0.280762565
O.J. Howard,2017,TE,tam,1,19,alabama,0,1,4.51,30,22,121,6.85,4.16,1,1,1,1,1,1,78,251,0,0,0,,,,,,,,,,22,2022,72,13,12,12,0,0,FALSE,4,3,4,4,1,12,3,0.802973978
Obi Melifonwu,2017,DB,oak,2,56,connecticut,0,1,4.4,44,17,141,,,1,1,1,1,0,0,76,224,0,0,0,,,,,,,,,,23,2018,7,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.128378378
Pat Elflein,2017,OL,min,3,70,ohio st.,0,1,5.32,23.5,22,99,7.94,4.71,1,1,1,1,1,1,75,303,0,0,0,,,,,,,,,,23,2022,65,27,21,25,0,0,FALSE,3,8,6,8,3,25,6.25,0.85046729
Pat O'Connor,2017,DL,det,7,250,east. michigan,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2022,57,4,,3,0,0,FALSE,0,0,0,1,2,3,0.75,0.32630273
Patrick Mahomes,2017,QB,kan,1,10,texas tech,0,1,4.8,30,,114,6.88,4.08,1,1,0,1,1,1,74,225,0,0,0,,,,,,,,,,21,2022,80,85,85,57,2,5,FALSE,5,1,22,17,17,57,14.25,0.988479263
Pita Taumoepenu,2017,LB,sfo,6,202,utah,0,1,4.67,28.5,24,112,6.91,4.33,1,1,1,1,1,1,73,243,0,0,0,,,,,,,,,,23,2021,11,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.072463768
Quincy Wilson,2017,DB,ind,2,46,florida,0,1,4.54,32,14,118,6.86,4.02,1,1,1,1,1,1,73,211,0,0,0,,,,,,,,,,21,2022,33,4,4,4,0,0,FALSE,0,2,2,0,0,4,1,0.456521739
Raekwon McMillan,2017,LB,mia,2,54,ohio st.,0,1,4.61,33,23,121,7.15,4.39,1,1,1,1,1,1,74,240,0,0,0,,,,,,,,,,21,2022,61,13,9,9,0,0,FALSE,2,0,6,3,0,9,2.25,0.568228106
Rasul Douglas,2017,DB,phi,3,99,west virginia,0,1,4.59,33.5,16,120,6.97,4.26,1,1,1,1,1,1,74,209,0,0,0,,,,,,,,,,23,2022,89,19,7,9,0,0,FALSE,2,3,3,3,0,9,2.25,0.660869565
Rayshawn Jenkins,2017,DB,lac,4,113,miami (fl),0,1,4.51,37,19,128,,,1,1,1,1,0,0,73,214,0,0,0,,,,,,,,,,23,2022,92,22,12,14,0,0,FALSE,4,1,1,6,6,14,3.5,0.675675676
Reuben Foster,2017,LB,sfo,1,31,alabama,0,1,,,,,,,0,0,0,0,0,0,72,229,0,0,0,,,,,,,,,,23,2018,16,8,8,8,0,0,FALSE,2,5,3,0,0,8,2,0.530549898
Robert Davis,2017,WR,was,6,209,georgia st.,1,1,4.44,41,19,136,6.82,4.28,1,1,1,1,1,1,75,219,0,0,0,,,,,,0.719,0.718777778,2.202,185.697,22,2019,7,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Roderick Johnson,2017,OL,cle,5,160,florida st.,0,1,,,,,,,0,0,0,0,0,0,79,298,0,0,0,,,,,,,,,,21,2020,29,5,,6,0,0,FALSE,0,0,0,3,3,6,1.5,0.364583333
Rodney Adams,2017,WR,min,5,170,south florida,0,1,4.44,29.5,8,125,6.98,4.28,1,1,1,1,1,1,73,189,0,0,0,,,,,,,,,,22,2021,1,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Rudy Ford,2017,DB,ari,6,208,auburn,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2022,73,8,2,3,0,0,FALSE,0,1,1,1,0,3,0.75,0.22972973
Ryan Anderson,2017,LB,was,2,49,alabama,0,1,4.78,,,,,,1,0,0,0,0,0,74,253,0,0,0,,,,,,,,,,23,2022,57,6,6,5,0,0,FALSE,0,1,1,3,0,5,1.25,0.420289855
Ryan Glasgow,2017,DL,cin,4,138,michigan,0,1,5.13,27.5,20,105,7.55,4.5,1,1,1,1,1,1,75,302,0,0,0,,,,,,,,,,23,2020,26,3,3,3,0,0,FALSE,0,2,0,1,0,3,0.75,0.271232877
Ryan Ramczyk,2017,OL,nor,1,32,wisconsin,0,1,,,25,,,,0,0,1,0,0,0,78,310,0,0,0,,,,,,,,,,23,2022,89,61,61,54,1,0,FALSE,5,9,15,16,14,54,13.5,1
Ryan Switzer,2017,WR,dal,4,133,north carolina,1,1,4.51,32,11,116,6.77,4,1,1,1,1,1,1,68,181,0,0,0,,,,,,0.579,0.578657143,2.14,175.865,22,2019,41,3,1,3,0,0,FALSE,0,1,2,0,0,3,0.75,0.416811092
Sam Rogers,2017,RB,lar,6,206,virginia tech,0,1,4.93,32,19,114,7.27,4.34,1,1,1,1,1,1,70,231,0,0,0,,,,,,,,,,22,,,,,14,0,0,FALSE,0,0,0,0,0,0,0,0.234042553
Sam Tevi,2017,OL,lac,6,190,utah,0,1,5.27,26,15,107,7.84,4.6,1,1,1,1,1,1,77,311,0,0,0,,,,,,,,,,22,2020,58,23,23,24,0,0,FALSE,3,2,8,7,7,24,6,0.782738095
Samaje Perine,2017,RB,was,4,114,oklahoma,1,1,4.65,33,30,116,7.26,4.37,1,1,1,1,1,1,71,233,0,0,0,,,,,,0.326,0.326271739,0.779,190.889,21,2022,76,15,5,7,0,0,FALSE,1,5,0,0,2,7,1.75,0.5
Samson Ebukam,2017,LB,lar,4,125,east. washington,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2022,96,31,20,21,0,0,FALSE,5,2,7,3,9,21,5.25,0.789855072
Sean Harlow,2017,OL,atl,4,136,oregon st.,0,1,5.15,30.5,26,105,8.16,4.81,1,1,1,1,1,1,76,303,0,0,0,,,,,,,,,,22,2022,33,5,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Shalom Luani,2017,DB,oak,7,221,washington st.,0,1,4.55,31,12,116,6.87,4.21,1,1,1,1,1,1,71,202,0,0,0,,,,,,,,,,23,2019,31,2,1,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.182432432
Shaquill Griffin,2017,DB,sea,3,90,central florida,0,1,4.38,38.5,17,132,6.87,4.14,1,1,1,1,1,1,72,194,0,0,0,,,,,,,,,,22,2022,76,26,22,24,0,1,FALSE,5,4,6,8,6,24,6,0.927595628
Shelton Gibson,2017,WR,phi,5,166,west virginia,0,1,4.5,32,8,118,6.83,4.2,1,1,1,1,1,1,71,191,0,0,0,,,,,,,,,,23,2019,20,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Sidney Jones,2017,DB,phi,2,43,washington,0,1,4.47,33.5,,123,7.02,4.28,1,1,0,1,1,1,72,186,0,0,0,,,,,,,,,,21,2022,57,11,5,8,0,0,FALSE,2,0,2,3,3,8,2,0.617391304
Solomon Thomas,2017,DL,sfo,1,3,stanford,0,1,4.69,35,30,126,6.95,4.28,1,1,1,1,1,1,75,273,0,0,0,,,,,,,,,,22,2022,82,17,15,15,0,0,FALSE,2,6,6,3,0,15,3.75,0.713399504
Stacy Coley,2017,WR,min,7,219,miami (fl),1,1,4.45,34,10,122,,,1,1,1,1,0,0,73,195,0,0,0,,,,,,0.916,0.916166667,2.244,123.891,23,2018,7,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Stevie Tu'ikolovatu,2017,DL,tam,7,223,usc,0,1,5.45,24.5,28,91,7.83,5,1,1,1,1,1,1,73,331,0,0,0,,,,,,,,,,26,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.071428571
T.J. Logan,2017,RB,ari,5,179,north carolina,0,1,4.37,33.5,17,121,,,1,1,1,1,0,0,69,196,0,0,0,,,,,,,,,,23,2019,22,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
T.J. Watt,2017,LB,pit,1,30,wisconsin,0,1,4.69,37,21,128,6.79,4.13,1,1,1,1,1,1,76,252,0,0,0,,,,,,,,,,22,2022,87,66,66,51,3,5,FALSE,6,7,11,14,19,51,12.75,1
Taco Charlton,2017,DL,dal,1,28,michigan,0,1,4.92,33,25,116,7.17,4.39,1,1,1,1,1,1,78,277,0,0,0,,,,,,,,,,22,2022,60,9,6,9,0,0,FALSE,0,2,4,2,1,9,2.25,0.547146402
Takkarist McKinley,2017,DL,atl,1,26,ucla,0,0,4.59,33,24,122,7.48,4.62,1,1,1,1,1,1,74,250,0,0,0,,,,,,,,,,21,2022,64,15,13,14,0,0,FALSE,2,2,4,6,2,14,3.5,0.682382134
Tanner Vallejo,2017,LB,buf,6,195,boise st.,0,1,4.67,33.5,,121,,4.39,1,1,0,1,0,1,73,228,0,0,0,,,,,,,,,,22,2022,82,7,1,6,0,0,FALSE,0,1,2,1,2,6,1.5,0.458248473
Tanoh Kpassagnon,2017,DL,kan,2,59,villanova,0,1,4.83,30,23,128,7.46,4.62,1,1,1,1,1,1,79,289,0,0,0,,,,,,,,,,23,2022,84,19,14,17,0,0,FALSE,2,2,1,5,9,17,4.25,0.748138958
Tanzel Smart,2017,DL,lar,6,189,tulane,0,1,5.24,27,22,105,7.53,4.57,1,1,1,1,1,1,73,296,0,0,0,,,,,,,,,,22,2022,37,4,4,4,0,0,FALSE,0,3,0,1,0,4,1,0.332876712
Tarell Basham,2017,DL,ind,3,80,ohio,0,1,4.7,31.5,15,119,7.27,4.35,1,1,1,1,1,1,76,269,0,0,0,,,,,,,,,,23,2022,82,13,1,10,0,0,FALSE,1,1,1,3,5,10,2.5,0.586848635
Tarik Cohen,2017,RB,chi,4,119,north carolina aandt,0,1,4.42,31.5,11,118,,,1,1,1,1,0,0,66,179,0,0,0,,,,,,,,,,22,2020,51,21,21,22,1,1,FALSE,2,6,10,5,1,22,5.5,0.815860215
Taylor Moton,2017,OL,car,2,64,western michigan,0,1,5.18,30.5,23,109,7.73,4.58,1,1,1,1,1,1,77,319,0,0,0,,,,,,,,,,23,2022,98,33,33,23,0,0,FALSE,5,1,8,6,8,23,5.75,0.8125
Taywan Taylor,2017,WR,ten,3,72,western kentucky,1,1,4.5,33.5,13,132,6.57,4.21,1,1,1,1,1,1,71,203,0,0,0,,,,,,0.658,0.658269231,3.275,267.81,22,2020,35,6,6,6,0,0,FALSE,0,2,4,0,0,6,1.5,0.541594454
Tedric Thompson,2017,DB,sea,4,111,colorado,0,1,4.6,32.5,17,117,7.11,4.36,1,1,1,1,1,1,72,204,0,0,0,,,,,,,,,,22,2021,38,9,8,9,0,0,FALSE,2,1,4,3,1,9,2.25,0.506756757
Teez Tabor,2017,DB,det,2,53,florida,0,1,4.62,31,9,120,,,1,1,1,1,0,0,72,199,0,0,0,,,,,,,,,,21,2022,38,5,3,3,0,0,FALSE,0,1,2,0,0,3,0.75,0.404347826
Tim Williams,2017,LB,bal,3,78,alabama,0,1,4.68,33.5,,124,7.36,4.57,1,1,0,1,1,1,75,244,0,0,0,,,,,,,,,,23,2019,20,2,2,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.246376812
Tre'Davious White,2017,DB,buf,1,27,lsu,0,1,4.47,32,16,119,6.9,4.32,1,1,1,1,1,1,71,192,0,0,0,,,,,,,,,,22,2022,78,46,46,44,1,2,FALSE,5,7,7,19,11,44,11,1
Trent Taylor,2017,WR,sfo,5,177,louisiana tech,1,1,4.63,33,13,117,6.74,4.01,1,1,1,1,1,1,68,181,0,0,0,,,,,,0.679,0.679357143,3.017,311.086,23,2022,61,7,6,6,0,0,FALSE,0,3,2,0,1,6,1.5,0.541594454
Treston Decoud,2017,DB,hou,5,169,oregon st.,0,1,4.62,31,11,116,,,1,1,1,1,0,0,74,206,0,0,0,,,,,,,,,,24,2018,11,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.128378378
Trey Hendrickson,2017,LB,nor,3,103,florida atlantic,0,0,4.65,33.5,,122,7.03,4.2,1,1,0,1,1,1,76,266,0,0,0,,,,,,,,,,22,2022,76,34,11,15,0,2,FALSE,3,1,1,2,11,15,3.75,0.688405797
Treyvon Hester,2017,DL,oak,7,244,toledo,0,1,,,,,,,0,0,0,0,0,0,74,300,0,0,0,,,,,,,,,,24,2019,41,3,1,3,0,0,FALSE,0,1,1,1,0,3,0.75,0.271232877
Tyus Bowser,2017,LB,bal,2,47,houston,0,1,4.65,37.5,21,127,6.75,,1,1,1,1,1,0,75,247,0,0,0,,,,,,,,,,22,2022,89,19,19,10,0,0,FALSE,1,2,1,3,4,10,2.5,0.594202899
Ukeme Eligwe,2017,LB,kan,5,183,georgia southern,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2018,24,2,1,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.240325866
Vince Biegel,2017,LB,gnb,4,108,wisconsin,0,1,4.67,33.5,21,118,6.92,4.3,1,1,1,1,1,1,75,246,0,0,0,,,,,,,,,,24,2021,43,5,1,5,0,0,FALSE,1,1,1,3,0,5,1.25,0.413441955
Vincent Taylor,2017,DL,mia,6,194,oklahoma st.,0,1,5.07,28.5,26,108,7.58,4.72,1,1,1,1,1,1,75,304,0,0,0,,,,,,,,,,23,2021,40,5,2,5,0,0,FALSE,0,1,1,1,2,5,1.25,0.394520548
Wayne Gallman,2017,RB,nyg,4,140,clemson,1,1,4.6,29.5,21,120,7.17,4.28,1,1,1,1,1,1,72,215,0,0,0,,,,,,0.012,0.012471204,0.346,98.031,22,2021,61,12,11,12,0,0,FALSE,1,4,2,1,5,12,3,0.63844086
Will Holden,2017,OL,ari,5,157,vanderbilt,0,1,5.47,28,23,111,7.71,4.72,1,1,1,1,1,1,79,311,0,0,0,,,,,,,,,,23,2021,27,5,3,4,0,0,FALSE,0,2,1,0,1,4,1,0.30952381
Xavier Woods,2017,DB,dal,6,191,louisiana tech,0,1,4.54,33.5,19,122,6.72,4.13,1,1,1,1,1,1,71,197,0,0,0,,,,,,,,,,22,2022,92,27,16,14,0,0,FALSE,5,3,5,6,0,14,3.5,0.675675676
Zach Banner,2017,OL,ind,4,137,usc,0,1,5.58,23.5,22,92,8.31,5.21,1,1,1,1,1,1,80,353,0,0,0,,,,,,,,,,23,2021,30,2,,2,0,0,FALSE,0,0,0,1,1,2,0.5,0.203869048
Zach Cunningham,2017,LB,hou,2,57,vanderbilt,0,1,4.67,35,15,125,7.03,4.29,1,1,1,1,1,1,75,234,0,0,0,,,,,,,,,,22,2022,82,33,29,31,0,0,FALSE,4,6,9,8,8,31,7.75,0.925661914
Zane Gonzalez,2017,K,cle,7,224,arizona st.,0,1,,,,,,,0,0,0,0,0,0,72,202,0,0,0,,,,,,,,,,22,2021,63,11,1,8,0,0,FALSE,0,2,0,4,2,8,2,0.513157895
Zay Jones,2017,WR,buf,2,37,east carolina,1,1,4.45,36.5,15,133,6.79,4.01,1,1,1,1,1,1,74,201,0,0,0,,,,,,0.523,0.52296861,0.523,116.622,22,2022,95,22,8,11,0,0,FALSE,3,3,5,2,1,11,2.75,0.660311958
Ade Aruna,2018,DL,min,6,218,tulane,0,1,4.6,38.5,18,128,7.53,4.48,1,1,1,1,1,1,78,262,0,0,0,,,,,,,,,,24,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
Alex Cappa,2018,OL,tam,3,94,humboldt st.,0,1,5.39,26.5,24,97,8.04,4.84,1,1,1,1,1,1,78,305,0,0,0,,,,,,,,,,23,2022,68,31,22,18,0,0,FALSE,4,1,7,10,0,18,4.5,0.647321429
Alex McGough,2018,QB,sea,7,220,florida international,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Andre Smith,2018,LB,car,7,234,north carolina,0,1,4.63,,19,,,,1,0,1,0,0,0,72,237,0,0,0,,,,,,,,,,21,2022,51,4,1,50,0,0,FALSE,0,3,3,0,0,6,1.5,0.441176471
